contract_id,renewal_contract_id,buyer_key,category_label,start_date,age_months,declared_duration_months,dur_was_imputed,event,observed_duration_months,p_renewal_12m,p_renewal_24m,risk_tier,model_used,event_definition_note
BOAMP:16-27384,,NAME:mindef dga do s2a,Cybersecurity,2016-03-15,105.55,48.0,0,0,105.55,0.0186,0.0583,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-38113,BOAMP:19-160471,SIREN:247200132,Digital Workplace & Collaboration,2016-03-16,105.52,48.0,1,1,48.0,0.0078,0.0285,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-40838,,SIREN:200083392,Telecom & Networks,2016-03-22,105.32,48.0,1,0,105.32,0.0085,0.0307,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-42023,,NAME:gpm de nantes st nazaire,Telecom & Networks,2016-03-24,105.26,48.0,1,0,105.26,0.0047,0.0186,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-42170,,NAME:gpm de nantes st nazaire,Software & Applications,2016-07-29,101.08,48.0,1,0,101.08,0.0118,0.0402,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-42996,,SIREN:288500010,Unknown,2016-07-29,101.08,19.0,0,0,101.08,0.0243,0.0725,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-43654,,NAME:mindef dga do s2a,Cybersecurity,2016-03-29,105.09,48.0,1,0,105.09,0.0135,0.0448,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-45436,,NAME:hopital intercommunal sevre et loire,Unknown,2016-09-05,99.84,48.0,1,0,99.84,0.0137,0.0454,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-45870,BOAMP:19-35566,SIREN:244900015,IT Services & Consulting,2016-03-30,105.06,36.0,0,1,35.22,0.0186,0.0583,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-44890,,SIREN:264400268,Unknown,2016-03-30,105.06,12.0,0,0,105.06,0.0267,0.0781,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-48130,,SIREN:228500013,Data & AI,2017-01-09,95.7,48.0,1,0,44.32,0.0149,0.0487,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-48232,BOAMP:20-27358,SIREN:391722881,IT Services & Consulting,2016-03-31,105.03,48.0,1,1,46.78,0.0248,0.0736,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-46830,BOAMP:19-82021,SIREN:194909701,Telecom & Networks,2016-06-16,102.5,36.0,0,1,35.22,0.0123,0.0414,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-54252,,SIREN:200054302,Software & Applications,2016-04-15,104.53,12.0,0,0,104.53,0.0139,0.0458,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-53642,,NAME:cci de maine et loire,Unknown,2016-07-18,101.45,48.0,1,0,101.45,0.0137,0.0454,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-54197,,NAME:nantes metropole,Software & Applications,2016-04-17,104.47,48.0,0,0,49.15,0.0141,0.0465,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-54370,,NAME:nantes metropole,Software & Applications,2016-04-17,104.47,48.0,0,0,49.15,0.0141,0.0465,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-55219,,SIREN:225300011,Telecom & Networks,2016-04-18,104.43,48.0,0,0,104.43,0.0102,0.0357,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-34964,,SIREN:173501115,Cybersecurity,2016-04-19,104.4,48.0,1,0,104.4,0.0141,0.0464,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-55493,,NAME:ccas d angers,Software & Applications,2016-04-19,104.4,14.0,0,0,104.4,0.0135,0.0448,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-56502,,NAME:caf de la somme,Digital Workplace & Collaboration,2016-04-22,104.3,60.0,0,0,104.3,0.0137,0.0453,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-57562,BOAMP:19-85688,SIREN:244900015,IT Services & Consulting,2016-04-25,104.2,48.0,1,1,43.46,0.0132,0.0441,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-61061,,SIREN:227200029,IT Services & Consulting,2016-04-29,104.07,48.0,1,0,104.07,0.0132,0.0441,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-61484,BOAMP:20-12202,SIREN:234400034,IT Services & Consulting,2016-07-28,101.12,48.0,0,1,46.45,0.0262,0.077,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-62960,,SIREN:130029747,Software & Applications,2016-07-07,101.81,48.0,0,0,101.81,0.0141,0.0465,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-63210,,SIREN:265300236,Telecom & Networks,2016-05-03,103.94,48.0,1,0,103.94,0.0047,0.0186,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-63741,,NAME:conseil general de loire atlantique,Telecom & Networks,2016-08-03,100.92,12.0,0,0,100.92,0.0174,0.0551,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-65569,,SIREN:214400558,Unknown,2016-05-06,103.84,48.0,1,0,103.84,0.0078,0.0285,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-64280,,SIREN:445400104,IT Services & Consulting,2016-09-12,99.61,60.0,0,0,99.61,0.0223,0.0676,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-63342,,NAME:nantes metropole,Unknown,2016-10-13,98.59,48.0,0,0,98.59,0.0163,0.0523,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-66951,,SIREN:264900259,Data & AI,2016-05-12,103.65,3.0,0,0,103.65,0.03,0.0859,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-67267,,NAME:ademe,Software & Applications,2016-11-24,97.21,39.0,0,0,97.21,0.0093,0.0328,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-68875,,SIREN:264900390,Software & Applications,2016-05-12,103.65,48.0,0,0,103.65,0.0081,0.0292,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-69641,,NAME:specialise de blain,Software & Applications,2016-05-13,103.61,48.0,1,0,103.61,0.0067,0.025,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-63298,,SIREN:535164412,Telecom & Networks,2016-05-17,103.48,5.0,0,0,103.48,0.0112,0.0384,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-70203,,SIREN:130029747,IT Services & Consulting,2016-07-07,101.81,37.0,0,0,101.81,0.0303,0.0865,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-72442,BOAMP:20-50446,SIREN:264400136,IT Services & Consulting,2016-11-16,97.47,48.0,1,1,47.6,0.0215,0.0655,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-73215,BOAMP:19-67059,NAME:nantes metropole,IT Services & Consulting,2016-05-23,103.29,36.0,0,1,35.48,0.0307,0.0874,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-73358,BOAMP:20-2441,NAME:ville du mans,Telecom & Networks,2016-07-05,101.87,48.0,1,1,47.8,0.0047,0.0186,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-73319,BOAMP:20-70268,SIREN:214401846,IT Services & Consulting,2016-09-09,99.7,48.0,1,1,48.62,0.0132,0.0441,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-74130,,SIREN:449073014,IT Services & Consulting,2016-07-26,101.18,48.0,0,0,101.18,0.0262,0.077,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-74267,,SIREN:214401093,IT Services & Consulting,2016-05-28,103.12,48.0,1,0,103.12,0.0215,0.0655,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-77563,BOAMP:20-140005,SIREN:198513905,Telecom & Networks,2016-05-30,103.06,48.0,1,1,53.58,0.0047,0.0186,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-78018,,NAME:o p h le mans habitat,IT Services & Consulting,2016-05-30,103.06,72.0,0,0,103.06,0.021,0.0644,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-81005,,NAME:arafer,Software & Applications,2016-06-04,102.89,12.0,0,0,11.47,0.0234,0.0702,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-81774,,SIREN:391722881,Digital Workplace & Collaboration,2016-06-05,102.86,48.0,0,0,102.86,0.0163,0.0523,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-79797,,SIREN:214401846,Telecom & Networks,2016-06-06,102.83,12.0,0,0,102.83,0.0174,0.0551,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-83187,,SIREN:532458809,Telecom & Networks,2016-06-07,102.79,48.0,1,0,102.79,0.0047,0.0186,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-84309,,SIREN:234400034,Telecom & Networks,2016-08-17,100.46,12.0,0,0,100.46,0.0101,0.0352,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-81907,,SIREN:244900015,Cybersecurity,2016-11-28,97.08,48.0,1,0,97.08,0.0141,0.0464,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-81846,,NAME:nantes metropole habitat,Software & Applications,2016-09-27,99.11,48.0,0,0,99.11,0.0141,0.0465,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-83013,,NAME:dir ouest,IT Services & Consulting,2017-01-26,95.14,48.0,0,0,95.14,0.0283,0.0819,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-79523,,SIREN:214401846,IT Hardware & Equipment,2016-10-03,98.92,12.0,0,0,98.92,0.0267,0.0781,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-84729,BOAMP:20-70265,SIREN:228500013,Digital Workplace & Collaboration,2016-09-13,99.57,48.0,1,1,48.19,0.0078,0.0285,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-85552,,SIREN:234400034,Cybersecurity,2016-10-14,98.55,12.0,0,0,98.55,0.0164,0.0527,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-85545,,NAME:crous de nantes,IT Hardware & Equipment,2016-06-11,102.66,48.0,0,0,102.66,0.0163,0.0523,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-85662,BOAMP:17-68186,SIREN:234400034,GIS & Mapping,2016-10-14,98.55,6.0,0,1,9.82,0.0289,0.0832,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-85619,BOAMP:20-138135,SIREN:234400034,Telecom & Networks,2016-10-12,98.62,48.0,0,1,51.97,0.0102,0.0357,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-80474,,NAME:com communes du pays d ancenis,Software & Applications,2016-12-30,96.02,48.0,0,0,96.02,0.0141,0.0465,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-92101,,SIREN:194401006,IT Services & Consulting,2016-10-12,98.62,41.0,0,0,98.62,0.0277,0.0804,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-94328,,NAME:smirgeom est sarthe,Software & Applications,2016-06-27,102.14,60.0,0,0,102.14,0.0067,0.025,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-96174,BOAMP:17-114118,SIREN:234400034,Software & Applications,2016-10-18,98.42,12.0,0,1,14.32,0.0234,0.0702,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-95884,,NAME:cap atlantique,Telecom & Networks,2016-06-30,102.04,24.0,0,0,102.04,0.0146,0.0478,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-98551,,NAME:cnieg,IT Services & Consulting,2016-07-01,102.0,48.0,1,0,46.78,0.0132,0.0441,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-98698,BOAMP:18-74252,SIREN:194909701,Software & Applications,2016-10-31,98.0,24.0,0,1,23.78,0.0198,0.0614,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-97484,,SIREN:284900016,Telecom & Networks,2016-12-22,96.29,48.0,0,0,96.29,0.0102,0.0357,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-92162,,SIREN:218501914,Cybersecurity,2016-12-19,96.39,48.0,1,0,96.39,0.0141,0.0464,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-98038,,NAME:cte de cnes de la vallee de clisson,IT Services & Consulting,2016-07-04,101.91,36.0,0,0,101.91,0.0186,0.0583,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-100426,,SIREN:244900015,IT Services & Consulting,2016-11-30,97.01,48.0,0,0,97.01,0.0262,0.077,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-98835,,SIREN:445400104,IT Services & Consulting,2016-07-09,101.74,60.0,0,0,101.74,0.0223,0.0676,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-102238,,NAME:c s t b,IT Services & Consulting,2016-07-09,101.74,24.0,0,0,101.74,0.0357,0.0988,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-102715,,NAME:nantes metropole,Telecom & Networks,2016-07-11,101.68,12.0,0,0,101.68,0.0174,0.0551,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-103088,,SIREN:247200132,IT Hardware & Equipment,2016-11-17,97.44,6.0,0,0,97.44,0.0289,0.0832,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-104455,,SIREN:213503642,Data & AI,2016-07-13,101.61,48.0,1,0,101.61,0.0078,0.0285,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-103802,,NAME:arafer,Data & AI,2016-07-13,101.61,24.0,0,0,101.61,0.0135,0.0447,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-103833,BOAMP:20-49949,NAME:nantes metropole,Cloud & Infrastructure,2016-07-13,101.61,48.0,0,1,50.85,0.0163,0.0523,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-106250,,NAME:cpam de la sarthe,Unknown,2016-07-15,101.54,48.0,1,0,101.54,0.0137,0.0454,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-105530,,SIREN:225300011,Telecom & Networks,2016-07-15,101.54,48.0,0,0,101.54,0.0102,0.0357,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-106204,,SIREN:130029747,Telecom & Networks,2016-11-17,97.44,48.0,1,0,97.44,0.0085,0.0307,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-106449,,NAME:synd mixte du pays de coutances,Data & AI,2016-07-15,101.54,48.0,1,0,101.54,0.0078,0.0285,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-108815,,SIREN:214400558,Unknown,2016-07-21,101.35,8.0,0,0,101.35,0.017,0.054,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:16-109013,,SIREN:172104309,IT Services & Consulting,2016-07-22,101.31,12.0,0,0,101.31,0.0414,0.1112,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
