uid,id,nature,objet,codeCPV,procedure,dureeMois,dateNotification,datePublicationDonnees,montant,offresRecues,donneesActuelles,sourceDataset,acheteur_id,acheteur_nom,acheteur_departement_code,acheteur_categorie,titulaire_id,titulaire_typeIdentifiant,titulaire_nom,lieuExecution_code,lieuExecution_typeCode
2253000110001520220100,20220100,Marché,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2023-04-25,60000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500020,SIRET,AKEA ENERGIES,53,Code département
2253000110001520220100,20220100,Marché,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2022-05-16,60000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500061,SIRET,AKEA ENERGIES,53,Code département
2253000110001520220100,20220100,Marché,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2023-04-25,60000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500178,SIRET,AKEA ENERGIES,53,Code département
225300011000152022010000,2022010000,Accord-cadre,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2022-05-16,60000.0,,True,aws_marches-publics.info_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500061,SIRET,AKEA ENERGIES,53,Code département
225300011000152022010001,2022010001,Accord-cadre,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2023-04-25,60000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500020,SIRET,AKEA ENERGIES,53,Code département
225300011000152022010001,2022010001,Accord-cadre,HEBERGEMENT MAINTENANCE ASSISTANCE ET PRESTATIONS ASSOCIEES POUR L UTILISATION DU LOGICIEL DE GESTION DES DONNEES ERNEGETIQUES DELTACONSO,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2022-05-16,60000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,80007383500061,SIRET,AKEA ENERGIES,53,Code département
225300011000152022010100,2022010100,Accord-cadre,PRESTATIONS DE MAINTENANCE ET D ASSISTANCE DE L OUTIL DE GESTION ELECTRONIQUE DES DELIBERATIONS AIRS DELIB,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-05-03,2022-05-20,41250.0,,True,aws_marches-publics.info_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,38461703100057,SIRET,DIGITECH,53,Code département
2144013580009520222022FBP07B00,20222022FBP07B00,Marché,MARCHE DE TELEPHONIE MOBILE,32250000,Procédure adaptée,48.0,2022-05-02,2023-02-07,82201.44,,True,pes_marche_legacy,21440135800095,COMMUNE DU POULIGUEN (MAIRIE),44,Commune,34305956400959,SIRET,SOCIETE FRANCAISE DU RADIOTELEPHONE - S.F.R (SFR),44510,Code postal
224400028000112022I172AMS1900,2022I172AMS1900,Accord-cadre,ASI AMOA PROJET 22 LIES AUX OUTILS GESTION,72600000,Appel d'offres ouvert,12.0,2022-05-02,2022-06-02,190000.0,,True,pes_marche_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,39086574900126,SIRET,ASI,DEP,Code commune
200067635001322022014000000000,2022014000000000,Marché,"FOURNITURE, INSTALLATION ET MAINTENANCE D’UNE SOLUTION DE GESTION ET DE FACTURATION DE LA REDEVANCE INCITATIVE",48000000,Procédure adaptée,48.0,2022-05-01,2022-05-17,32735.0,,True,scrap_marches-securises.fr,20006763500132,CA CLISSON SEVRE ET MAINE AGGLO,44,Groupement de communes,50410895200038,SIRET,MICASYS,44190,Code Postal
200072882000182022EXTINCTEUR00,2022EXTINCTEUR00,Marché,GROUPEMENT DE COMMANDE POUR LA FOURNITURE ET LA MAINTENANCE DES EXTINCTEURS ET DE DESENFUMAGE,35111320,Procédure adaptée,36.0,2022-05-01,2022-07-28,45000.0,,True,pes_marche_legacy,20007288200018,CC DE VIE ET BOULOGNE,85,Groupement de communes,31238178300066,SIRET,SECURITE ACCOMPAGNEMENT FORMATION EXTINCT'FEU,85170,Code postal
20007326000016202207TICCOM0000,202207TICCOM0000,MARCHE,CREATION D’UN NOUVEAU SITE INTERNET POUR LA COMMUNAUTE DE COMMUNES SUD VENDEE LITTORAL ET DE DEUX MINI-SITES POUR LES CENTRES AQUATIQUES INTERCOMMUNAUX.,72130000,Procédure adaptée,48.0,2022-04-29,2022-04-29,243273.0,,True,aife_dume,20007326000016,CC SUD VENDEE LITTORAL,85,Groupement de communes,42993284100035,SIRET,CREASIT,85,CODE DEPARTEMENT
21850109600018202222VH00800000,202222VH00800000,Marché,Prestations pour la mise en œuvre de la Taxe Locale de Publicité Extérieure (TLPE),72314000,Procédure adaptée,44.0,2022-04-29,2022-05-03,43880.0,,True,scrap_marches-securises.fr,21850109600018,COMMUNE DES HERBIERS (MAIRIE),85,Commune,49254006700054,SIRET,GO PUB,Les Herbiers,Code Postal
21850109600018202222VH00800100,202222VH00800100,Marché,PRESTATIONS POUR LA MISE EN OEUVRE DE LA TLPE,72314000,Procédure adaptée,45.0,2022-04-29,2022-05-13,43880.0,,True,aws_marches-publics.info_legacy,21850109600018,COMMUNE DES HERBIERS (MAIRIE),85,Commune,49254006700054,SIRET,GO PUB,85500,Code postal
224400028000112022I172AMS1800,2022I172AMS1800,Accord-cadre,ASI AMOA PROJETS 2022 DOMAINE SOLIDARITE,72600000,Appel d'offres ouvert,12.0,2022-04-29,2022-05-18,150000.0,,True,pes_marche_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,39086574900126,SIRET,ASI,DEP,Code commune
224400028000112022I172BMS2100,2022I172BMS2100,Accord-cadre,APSIDE AMOE PROJETS 2022 BESOINS TECHNIQ,72600000,Appel d'offres ouvert,12.0,2022-04-29,2022-05-03,110000.0,,True,aws_marches-publics.info_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400134,SIRET,APSIDE,DEP,Code commune
288500010000132022MSP220300,2022MSP220300,Accord-cadre,Fourniture de services de télécommunication accès Internet et interconnexion des sites,72400000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2022-04-29,2022-05-02,250000.0,,True,e-marchespublics.com_dematis,28850001000013,SCE DEPARTEMENTAL INCENDIE ET SECOURS,85,,32315971500305,SIRET,ADISTA (REALISATIONS MICROELECTRONIQUE ET INFORMATIQUES - RMI),85,Code département
3852903090045420222022S0739300,20222022S0739300,ACCORD-CADRE,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet des prestations d’assistance aux utilisateurs de l’ADEME, d’installation et de maintenance des matériels et logiciels sur les postes de travail, d’exploitation",72611000,Appel d'offres ouvert,48.0,2022-04-29,2022-04-29,1682012.0,,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,38198356800043,SIRET,EVERIENCE (HELPLINE),49,CODE DEPARTEMENT
200083392000152022M008L0100,2022M008L0100,Marché,ACQUISITION DE MATERIEL DE SONORISATION DE VIDEO PROJECTION DE MATERIEL D’ORCHESTRE ET D’INSTRUMENTS POUR LE PÔLE CULTUREL LOT 1 ACQUISITION DE MATERIEL DE SONORISATION,32342410,Appel d'offres ouvert,12.0,2022-04-28,2022-05-11,177684.0,,True,pes_marche_legacy,20008339200015,LAVAL AGGLOMERATION,53,Groupement de communes,40406508800043,SIRET,SLJ,53130,Code commune
214900151000172022248pg0000000,2022248pg0000000,Accord-cadre,Travaux d’extension de rénovation et d’entretien du dispositif de vidéoprotection de la ville d’Avrillé,32323500,Procédure adaptée,48.0,2022-04-28,2022-09-09,150000.0,,True,scrap_marches-securises.fr,21490015100017,COMMUNE D'AVRILLE (MAIRIE),49,Commune,50937719800023,SIRET,COJITECH,49240,Code Postal
391722881000522022fAcwbF5_7o00,2022fAcwbF5_7o00,MARCHE,PAN-21-08-Infogérance ApCV,72500000,Procédure concurrentielle avec négociation,58.0,2022-04-28,2022-12-21,14880264.0,,True,aife_dume,39172288100052,GIE SESAM VITALE,72,,50975010500108,SIRET,WORLDLINE FRANCE,FR,CODE PAYS
200075547000142022gdcdouévoi00,2022gdcdouévoi00,Accord-cadre,groupement de commande porté doué  accod cadre bon de commande 4 ans maxi mour notre commune mini 15000 maxi 35000 creation marche 25000 * 4,32424000,Procédure adaptée,47.0,2022-04-27,2022-11-24,100000.0,,True,aws_marches-publics.info_legacy,20007554700014,COMMUNE DE GENNES-VAL-DE-LOIRE (MAIRIE),49,Commune,31884522900059,SIRET,LUC DURAND,49350,Code postal
2172024560001820220100,20220100,Marché,LOT 1 :  VRD,32400000,Appel d'offres ouvert,3.0,2022-04-27,2022-09-08,73000.0,,True,aws_marches-publics.info_legacy,21720245600018,COMMUNE DE PREVAL (MAIRIE),72,Commune,40317389100025,SIRET,FLECHARD TP,72400,Code postal
2172024560001820220200,20220200,Marché,LOT 2 - Terrassements - Gros oeuvre,32400000,Appel d'offres ouvert,3.0,2022-04-27,2022-09-02,187300.0,,True,aws_marches-publics.info_legacy,21720245600018,COMMUNE DE PREVAL (MAIRIE),72,Commune,34021023600030,SIRET,ENTREPRISE SOMARE,72400,Code postal
2172024560001820230500,20230500,Marché,CCV LOT 5 COUVERTURE - CONSTRUCTION 3LOGEMENTS ,32400000,Appel d'offres ouvert,12.0,2022-04-27,2023-02-23,56377.5,,True,scrap_marches-publics.info,21720245600018,COMMUNE DE PREVAL (MAIRIE),72,Commune,35263144400010,SIRET,COUVERTURE CHARPENTE VIMARCEENNE,72400,Code postal
218500965000152022001202200,2022001202200,Marché,Fourniture et pose de systeme de videoprotection avec contrat de maintenance,32323500,Procédure adaptée,90.0,2022-04-27,2022-01-31,69341.75,,True,aws_marches-publics.info_legacy,21850096500015,COMMUNE DE LA GARNACHE (MAIRIE),85,Commune,43408539500029,SIRET,SPIE CITYNETWORKS,85710,Code postal
244400644000132022020711MC00,2022020711MC00,Accord-cadre,MISE A DISPO D UNE APPLICATION MOBILE POUR LA COMMUNAUTE D AGGLOMERATION DE LA REGION NAZAIRIENNE ET DE L ESTUAIRE,72416000,Procédure adaptée,48.0,2022-04-27,2022-05-02,210000.0,,True,aws_marches-publics.info_legacy,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,80286926300029,SIRET,NEOCITY,44168,Code commune
7900200100001920224sGIGRN1N700,20224sGIGRN1N700,MARCHE,VE-2022-F05-06-Mise à disposition d’une plateforme de marketing conversationnel,72500000,Procédure adaptée,12.0,2022-04-27,2022-05-09,42400.0,,True,aife_dume,79002001000019,VENDEE EXPANSION - GIE,85,,51969891400057,SIRET,IADVIZE,85,CODE DEPARTEMENT
224400028000112022I172BMS1700,2022I172BMS1700,Accord-cadre,APSIDE AMOE REFERENT SI UNITE GEST PRODU,72600000,Appel d'offres ouvert,15.0,2022-04-26,2022-04-27,210000.0,,True,pes_marche_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400134,SIRET,APSIDE,DEP,Code commune
482414216000442022CDB-03000000,2022CDB-03000000,Marché,MARCHE DE FOURNITURE ET POSE D’EQUIPEMENTS MULTIMEDIA DU CHATEAU DES DUCS DE BRETAGNE (PRESTATIONS SIMILAIRES),32322000,Marché négocié sans publicité ni mise en concurrence préalable,8.0,2022-04-26,2022-04-26,52352.0,,True,scrap_marches-securises.fr,48241421600044,LE VOYAGE A NANTES,44,,38335532800105,SIRET,SDEL VIDEO TELECOM (AXIANS AUDIOVISUAL SOLUTIONS PARIS),44000,Code Postal
200053619000172022M2201L0100,2022M2201L0100,Marché,SERVEURS INFORMATIQUES,48822000,Procédure adaptée,1.0,2022-04-25,2022-04-28,43040.0,,True,aws_marches-publics.info_legacy,20005361900017,COMMUNE DE BEAUPREAU-EN-MAUGES (MAIRIE),49,Commune,49776306000017,SIRET,AZERTY INFORMATIQUE,49600,Code postal
225300011000152022007900,2022007900,Accord-cadre,INSTRUCTION DES DEMANDES D AIDE ET HOTLINE - AIDE A L ACHAT OU EQUIPEMENT DE VELOS ELECTRIQUES,72322000,Procédure adaptée,12.0,2022-04-25,2022-04-27,55200.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,82420973800023,SIRET,FRANCE VELO CONNECTE (KOBOO),53,Code département
2272000290001420191937101,20191937101,Accord-cadre,Maintenance logiciel RH CEGID RH,72268000,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-04-20,2022-04-25,192000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,38462657800130,SIRET,EKSAE,72,Code département
2272000290001420191937103,20191937103,Accord-cadre,Maintenance logiciel RH CEGID RH,72268000,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-04-20,2022-04-25,192000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,38462657800130,SIRET,EKSAE,72,Code département
2272000290001420212129301,20212129301,Accord-cadre,Maintenance logiciel AWO,72267000,Procédure adaptée,48.0,2022-04-19,2022-04-28,105000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,32294252500047,SIRET,AS-TECH SOLUTIONS,72,Code département
284400017000182022zqSxm66ouL00,2022zqSxm66ouL00,MARCHE,MAPA-ELECTIONS PROFESSIONNELLES-GRH-GD-Mise en place d’un système de vote électronique pour les élections professionnelles du SDIS44,48900000,Procédure adaptée,12.0,2022-04-19,2022-06-21,7700.0,,True,aife_dume,28440001700018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,44,,38005911300122,SIRET,SERVICES LOGICIELS D'INTEGRATION BOURSIERE - SLIB,44,CODE DEPARTEMENT
22490001900015166004471851900,166004471851900,MARCHE,Remplacement du système de sécurité incendie au collège Jean Racine à Saint-Georges-sur-Loire,35000000,Procédure adaptée,4.0,2022-04-15,2022-08-09,56886.0,,True,aife_dume,22490001900015,DEPARTEMENT DE MAINE ET LOIRE (CONSEIL DEPARTEMENTAL),49,Département,41479929600259,SIRET,INEO ATLANTIQUE (EQUANS),49,CODE DEPARTEMENT
244400404001292022S00104,2022S00104,Marché,Élaboration et exploitation d’une solution innovante de gestion du parc de toilettes publiques,72421000,,12.0,2022-04-15,2024-10-06,74500.0,,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,85089599600021,SIRET,URBAN SERVICES,44,Code département
214401622000112022pGdynDtgds00,2022pGdynDtgds00,MARCHE,PORTIQUE CARRIERE-REMPLACEMENT D’UN PORTIQUE COULISSANT AUTOMATIQUE SALLE DE LA CARRIERE A SAINT HERBLAIN,35113100,Marché public négocié sans publicité ni mise en concurrence préalable,6.0,2022-04-14,2022-12-22,28623.0,,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,59205230201860,SIRET,KONE,44,CODE DEPARTEMENT
2444006100005520191904201,20191904201,Accord-cadre,MPA 19042 RENOUVELLEMENT LOGICIEL MUTUALISE RESSOURCES HUMAINES E_SEDIT,48450000,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-04-14,2022-04-22,209000.0,,True,pes_marche_legacy,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,75580064600373,SIRET,BERGER LEVRAULT,44055,Code commune
1300081050001220222022F0630200,20222022F0630200,ACCORD-CADRE,Evolution de l’infrastructure serveurs d’AUDENCIA,48000000,Appel d'offres ouvert,48.0,2022-04-13,2022-04-13,82252.0,,True,aife_dume,13000810500012,CHAMBRE COMMERCE INDUSTRIE NANTES - SAINT-NAZAIRE,44,,41505068100220,SIRET,[Données personnelles non-diffusibles],44,CODE DEPARTEMENT
224400028000112022I172BMS2000,2022I172BMS2000,Accord-cadre,SMILE AMOE CHEF DE PROJET,72600000,Appel d'offres ouvert,12.0,2022-04-13,2022-04-21,400000.0,,True,pes_marche_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,37861536300322,SIRET,SMILE,DEP,Code commune
31468496000045202222C0202200,202222C0202200,Marché subséquent,Administrateur Systèmes et Réseaux - MS1,72224000,Procédure négociée avec mise en concurrence préalable,8.0,2022-04-12,2022-04-13,69333.0,,True,aws_marches-publics.info_legacy,31468496000045,STE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLOMERATION NANTAISE SEMITAN,44,,79939956300011,SIRET,SYD IM,44046,Code postal
2272000290001420212118801,20212118801,Accord-cadre,Maintenance  logiciel EASYVISTA,72267000,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2022-04-08,2022-04-14,165000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,34784894700037,SIRET,EASYVISTA,72,Code département
218500049000182022010000000000,2022010000000000,Marché,Installation et mise en oeuvre d’un dispositif de vidéoprotection,32323500,Procédure adaptée,3.0,2022-04-07,2023-02-10,103858.55,,True,scrap_marches-securises.fr,21850004900018,COMMUNE D'ANGLES (MAIRIE),85,Commune,79959267000019,SIRET,4G TECHNOLOGY,85750,Code Commune
2544025220001820221CASIERDE300,20221CASIERDE300,Marché,Lot no3 Collecte des biogaz,32400000,Procédure adaptée,60.0,2022-04-07,2022-10-25,183791.8,,True,aws_marches-publics.info_legacy,25440252200018,SYNDICAT MIXTE CENTRE NORD ATLANTIQUE POUR LE TRAITEMENT ET LE RECYCLAGE DES DECHETS,44,Syndicat mixte,48183039600018,SIRET,SODAF GEO INDUSTRIE,44170,Code postal
2144015800001120220400,20220400,Accord-cadre,Accord cadre dans le cadre d’un groupement de commandes pour la maintenance des poteaux incendie situés sur ST ETIENNE DE MONTLUC et LE TEMPLE DE BRETAGNE,35111000,Procédure adaptée,12.0,2022-04-06,2022-04-07,25000.0,,True,e-marchespublics.com_dematis,21440158000011,COMMUNE DE SAINT-ETIENNE-DE-MONTLUC (MAIRIE),44,Commune,33937998400109,SIRET,SAUR,44360,Code postal
214401846000162021072615MVE00,2021072615MVE00,Accord-cadre,ACQUISITION DE DRAPEAUX PAVILLONS BEACH FLAGS,35821000,Appel d'offres ouvert,48.0,2022-04-05,2022-04-19,250000.0,,True,aws_marches-publics.info_legacy,21440184600016,COMMUNE DE SAINT-NAZAIRE (MAIRIE),44,Commune,42081722300027,SIRET,COM.IN,44184,Code commune
244400644000132021072615MVE00,2021072615MVE00,Accord-cadre,ACQUISITION DE DRAPEAUX PAVILLONS,35821000,Appel d'offres ouvert,48.0,2022-04-05,2022-04-13,150000.0,,True,aws_marches-publics.info_legacy,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,42081722300027,SIRET,COM.IN,44168,Code commune
24490001500011202271s3l0000000,202271s3l0000000,Marché,Maintenance et prestations associées d’une solution de paiement dématérialisé du stationnement payant sur voirie,72267000,Marché négocié sans publicité ni mise en concurrence préalable,12.0,2022-04-05,2022-04-13,214999.0,,True,scrap_marches-securises.fr,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,51257310600022,SIRET,PAYBYPHONE (PAYBYPHOE),49000,Code Postal
214401093000152022F00027,2022F00027,Marché,"Depuis 2005, la Ville de Nantes a réalisé 166 panneaux de signalétique patrimoniale à l’échelle de la - commune. Ces panneaux sont soit inclus dans des parcours soit mis en place sur des sites ponctuels - spécifiques. - La métropole, au titre de sa politique",35261000,Appel d'offres ouvert,48.0,2022-03-31,2024-10-06,,1.0,True,atexo_nantes_metro,21440109300015,COMMUNE DE NANTES (MAIRIE),44,Commune,49499585500033,SIRET,BORN SCENOGRAPHIE-SIGNALETIQUE,44,Code département
482414216000442022DAF-03000000,2022DAF-03000000,Marché,"ASSISTANCE, MAINTENANCE ET PARAMETRAGE DES PROGICIELS SAGE 100 ENTREPRISE ET SAGE 100 SUITE RH",72000000,Procédure adaptée,48.0,2022-03-31,2022-04-20,100.0,,True,scrap_marches-securises.fr,48241421600044,LE VOYAGE A NANTES,44,,39454714500042,SIRET,KESYS OUEST,44000,Code Postal
214401622000112022h0JYa7inW200,2022h0JYa7inW200,ACCORD-CADRE,TMA SEDIT RH-Tierce maintenance applicative du logiciel Sedit RH ainsi que des prestations et fournitures ponctuelles pour la mairie de Saint-Herblain,72267000,Marché public négocié sans publicité ni mise en concurrence préalable,48.0,2022-03-29,2022-10-27,180000.0,,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,75580064600381,SIRET,BERGER LEVRAULT,44,CODE DEPARTEMENT
2272000290001420222204100,20222204100,Marché,AMO élabo shémas directeurs immo,72224000,Procédure adaptée,16.0,2022-03-29,2022-04-01,164262.5,,True,aws_marches-publics.info_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,50329780600021,SIRET,SIMONNEAU,72,Code département
2272000290001420222204100,20222204100,Marché,AMO élabo shémas directeurs immo,72224000,Procédure adaptée,16.0,2022-03-29,2022-04-01,164262.5,,True,aws_marches-publics.info_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,56200034902188,SIRET,SCE CONSEIL EXPERTISES TERRITOIRES,72,Code département
2272000290001420222204100,20222204100,Marché,AMO élabo shémas directeurs immo,72224000,Procédure adaptée,16.0,2022-03-29,2022-04-01,164262.5,,True,aws_marches-publics.info_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,85025636300068,SIRET,ANA INGENIERIE,72,Code département
2672001600001320222022F0484100,20222022F0484100,ACCORD-CADRE,"Acquisition, prestations et maintenance du Logiciel TDOC  - dont la société GETINGE a le droit d’exclusivité  - Acquisition de licences et d’interface pour le Logiciel « TDOC »",48000000,,48.0,2022-03-29,2022-03-29,144280.0,,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,56209629700212,SIRET,GETINGE FRANCE,72,CODE DEPARTEMENT
2672001600001320222022S0484200,20222022S0484200,ACCORD-CADRE,"Acquisition, prestations et maintenance du Logiciel TDOC  - dont la société GETINGE a le droit d’exclusivité  - Maintenance du progiciel « TDOC » et des modules associés",72267100,,48.0,2022-03-29,2022-03-29,47988.0,,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,56209629700212,SIRET,GETINGE FRANCE,72,CODE DEPARTEMENT
482414216000442022CDB-06000000,2022CDB-06000000,Marché,Dispositif de médiation numérique à partir d’une image gigapixelisée de Vishnu - MARCHE DE RÉALISATION DE DISPOSITIFS NUMÉRIQUES POUR L’EXPOSITION TEMPORAIREnINDE : REFLETS DE MONDES SACRÉS,72212520,Procédure adaptée,12.0,2022-03-29,2022-04-11,4500.0,,True,scrap_marches-securises.fr,48241421600044,LE VOYAGE A NANTES,44,,40776870400048,SIRET,OPIXIDO (OPIXIDO - CONQUISTADOR - STUDIO K),44000,Code Postal
482414216000442022CDB-07000000,2022CDB-07000000,Marché,Dispositif intéractif pour la réalisation de postures de yoga - MARCHE DE RÉALISATION DE DISPOSITIFS NUMÉRIQUES POUR L’EXPOSITION TEMPORAIREn INDE : REFLETS DE MONDES SACRÉS,72212520,Procédure adaptée,12.0,2022-03-29,2022-04-11,8500.0,,True,scrap_marches-securises.fr,48241421600044,LE VOYAGE A NANTES,44,,44441062500073,SIRET,MGDESIGN,44000,Code Postal
21440114300018202285372703,202285372703,Marché,"Maintenance et exploitation des équipements anti-intrusion, de télésurveillance et de vidéosurveillance de la Ville d’Orvault.",35121700,Procédure adaptée,48.0,2022-03-28,2022-03-31,200000.0,,True,e-marchespublics.com_dematis,21440114300018,COMMUNE D'ORVAULT (MAIRIE),44,Commune,80161144300061,SIRET,SECURITAS TECHNOLOGIES,44700,Code postal
224400028000112022I172BMS1900,2022I172BMS1900,Accord-cadre,APSIDE AMOE PROGRAMME GEST RELAT USAGERS,72600000,Appel d'offres ouvert,12.0,2022-03-25,2022-03-30,200000.0,,True,pes_marche_legacy,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400134,SIRET,APSIDE,DEP,Code commune
22490001900015164845400800,164845400800,MARCHE,Remplacement du système de sécurité incendie au collège Colbert à Cholet,35000000,Procédure adaptée,4.0,2022-03-25,2022-03-28,44000.0,,True,aife_dume,22490001900015,DEPARTEMENT DE MAINE ET LOIRE (CONSEIL DEPARTEMENTAL),49,Département,35097067900071,SIRET,SYGMATEL ELECTRONIQUE (INSTANT ELECTRONIQUE - HORELEC SYSTEMES),49,CODE DEPARTEMENT
254902505000182022F00001,2022F00001,Marché,"La présente consultation a pour objet la location d’écrans géants et de système de sonorisation pour la retransmission de l’opéra ""Madame Butterfly""  - Location et mise en place d’écrans LED",32000000,,3.0,2022-03-25,2024-10-06,90000.0,3.0,True,atexo_nantes_metro,25490250500018,SYNDICAT MIXTE DE L'OPERA ANGERS NANTES,49,Syndicat mixte,33486337000071,SIRET,SUPERVISION FRANCE,49,Code département
254902505000182022F00002,2022F00002,Marché,"La présente consultation a pour objet la location d’écrans géants et de système de sonorisation pour la retransmission de l’opéra ""Madame Butterfly""  - Location et mise en place d’équipement de sonorisation",32000000,,3.0,2022-03-25,2024-10-06,90000.0,3.0,True,atexo_nantes_metro,25490250500018,SYNDICAT MIXTE DE L'OPERA ANGERS NANTES,49,Syndicat mixte,32514806200061,SIRET,SOC MELPOMEN,49,Code département
200071165000192022ppgvu0000000,2022ppgvu0000000,MARCHE,Mise en place d’une place de marché territoriale à destination des commercants de l’agglomération des Sables d’Olonne,72000000,Procédure concurrentielle avec négociation,48.0,2022-03-24,2022-07-29,415500.0,,True,aife_dume,20007116500019,CA LES SABLES D'OLONNE AGGLOMERATION,85,Groupement de communes,53007107500028,SIRET,ARG SOLUTIONS,85100,CODE POSTAL
200071165001672022ppgvu0000000,2022ppgvu0000000,Marché,Mise en place d’une place de marché territoriale à destination des commercants de l’agglomération des Sables d’Olonne,72000000,Procedure concurrentielle avec negociation,48.0,2022-03-24,2022-07-29,415500.0,,True,scrap_marches-securises.fr,20007116500167,CA LES SABLES D'OLONNE AGGLOMERATION,85,Groupement de communes,53007107500028,SIRET,ARG SOLUTIONS,85100,Code Postal
244400404001292022F00078,2022F00078,Marché,Prestations d’installations et de maintien en conditions opérationnelles et de sécurité d’infrastructures informatiques - PHASE OFFRES,72250000,Procédure avec négociation,48.0,2022-03-24,2024-10-06,,1.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,37856393600020,SIRET,OCI OUEST (ILIANE),44,Code département
