contract_id,source,buyer_key,buyer_key_type,buyer_name,SIREN,SIRET,segment,cpv_generic,cpv_div2,source_date,start_date,declared_duration_months,duration_imputed_flag,estimated_end_date,event,observed_duration_months,censoring_duration_months,renewal_duration_months,renewal_contract_id,text_similarity,cpv_score,temporal_score,composite_score,score_margin,candidate_rank,link_method,event_definition,is_censored
BOAMP:16-95884,BOAMP_CURRENT,SIREN:353686934,SIREN_ENRICHED,CAP ATLANTIQUE,353686934,,Telecom & Networks,False,64.0,2016-06-30,2016-06-30,24.0,False,2018-06-30,0,120.27,120.27,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-98551,BOAMP_CURRENT,NAME:cnieg,NAME,CNIEG,,,IT Services & Consulting,False,72.0,2016-07-01,2016-07-01,48.0,True,2020-07-01,0,120.24,120.24,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-98698,BOAMP_CURRENT,SIREN:194909701,SIREN_ENRICHED,Université d'Angers,194909701,,Software & Applications,False,48.0,2016-10-31,2016-10-31,24.0,False,2018-10-31,1,23.78,,23.78,BOAMP:18-74252,1.0,0.6,0.98204,0.90441,0.19641,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-97484,BOAMP_CURRENT,SIREN:284900016,SIREN_ENRICHED,SDIS 49,284900016,,Telecom & Networks,False,32.0,2016-12-22,2016-12-22,48.0,False,2020-12-22,0,114.52,114.52,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-92162,BOAMP_CURRENT,SIREN:218501914,SIREN_ENRICHED,Ville de La Roche-sur-Yon,218501914,,Cybersecurity,False,35.0,2016-12-19,2016-12-19,48.0,True,2020-12-19,0,114.62,114.62,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-98038,BOAMP_CURRENT,NAME:cte cnes vallee clisson,NAME,Cté de Cnes de la Vallée de Clisson,,,IT Services & Consulting,True,72.0,2016-07-04,2016-07-04,36.0,False,2019-07-04,0,120.14,120.14,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-100426,BOAMP_CURRENT,SIREN:244900015,SIREN_ENRICHED,Angers Loire Métropole,244900015,,IT Services & Consulting,False,72.0,2016-11-30,2016-11-30,48.0,False,2020-11-30,0,115.24,115.24,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-98835,BOAMP_CURRENT,SIREN:445400104,SIREN_ENRICHED,ASSOCIATION E-TOILE,445400104,,IT Services & Consulting,True,72.0,2016-07-09,2016-07-09,60.0,False,2021-07-09,0,119.97,119.97,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-102238,BOAMP_CURRENT,SIREN:411516768,SIREN_ENRICHED,C.S.T.B.,411516768,,IT Services & Consulting,False,72.0,2016-07-09,2016-07-09,24.0,False,2018-07-09,0,119.97,119.97,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-102715,BOAMP_CURRENT,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,794304097,,Telecom & Networks,False,32.0,2016-07-11,2016-07-11,12.0,False,2017-07-11,1,33.77,,33.77,BOAMP:19-69736,0.7468,1.0,0.0,0.69366,0.17369,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-103088,BOAMP_CURRENT,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,247200132,,IT Hardware & Equipment,False,30.0,2016-11-17,2016-11-17,6.0,False,2017-05-17,1,13.07,,13.07,BOAMP:17-105683,1.0,0.0,0.41042,0.65208,0.1431799999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-104455,BOAMP_CURRENT,SIREN:213503642,SIREN_ENRICHED,Ville de Noyal-Châtillon sur Seiche,213503642,,Data & AI,False,,2016-07-13,2016-07-13,48.0,True,2020-07-13,0,119.84,119.84,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-103802,BOAMP_CURRENT,NAME:arafer,NAME,ARAFER,,,Data & AI,False,72.0,2016-07-13,2016-07-13,24.0,False,2018-07-13,0,119.84,119.84,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-103833,BOAMP_CURRENT,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,794304097,,Cloud & Infrastructure,False,48.0,2016-07-13,2016-07-13,48.0,False,2020-07-13,1,50.85,,50.85,BOAMP:20-49949,0.84099,0.4,0.76216,0.74765,0.12158,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-106250,BOAMP_CURRENT,NAME:cpam sarthe,NAME,CPAM de la Sarthe,,,Unknown,False,44.0,2016-11-02,2016-11-02,48.0,True,2020-11-02,0,116.16,116.16,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-105530,BOAMP_CURRENT,SIREN:225300011,SIREN_ENRICHED,Conseil départemental de la Mayenne,225300011,,Telecom & Networks,False,32.0,2016-07-15,2016-07-15,48.0,False,2020-07-15,0,119.78,119.78,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-106204,BOAMP_CURRENT,SIREN:130029747,SIREN_ENRICHED,Université de Nantes,130029747,,Telecom & Networks,False,32.0,2016-11-17,2016-11-17,48.0,True,2020-11-17,0,115.67,115.67,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-106449,BOAMP_CURRENT,NAME:synd mixte pays coutances,NAME,SYND MIXTE DU PAYS DE COUTANCES,,,Data & AI,False,,2016-07-15,2016-07-15,48.0,True,2020-07-15,0,119.78,119.78,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-108815,BOAMP_CURRENT,SIREN:214400558,SIREN_ENRICHED,VILLE DE LA BAULE-ESCOUBLAC,214400558,,Unknown,False,45.0,2016-07-21,2016-07-21,8.0,False,2017-03-21,0,119.58,119.58,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-109013,BOAMP_CURRENT,SIREN:172104309,SIREN_ENRICHED,Rectorat de l'Académie de Dijon,172104309,,IT Services & Consulting,True,72.0,2016-07-22,2016-07-22,12.0,False,2017-07-22,0,119.55,119.55,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-109017,BOAMP_CURRENT,SIREN:391722881,SIREN_ENRICHED,GIE SESAM Vitale,391722881,,Software & Applications,False,48.0,2016-07-22,2016-07-22,12.0,False,2017-07-22,0,119.55,119.55,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-107267,BOAMP_CURRENT,SIREN:214401846,SIREN_ENRICHED,Commune de Saint-Nazaire,214401846,,IT Services & Consulting,False,72.0,2016-11-09,2016-11-09,48.0,False,2020-11-09,0,115.93,115.93,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-109854,BOAMP_CURRENT,SIREN:180046013,SIREN_ENRICHED,Centre des monuments nationaux,180046013,,Unknown,False,,2016-07-25,2016-07-25,48.0,True,2020-07-25,0,119.45,119.45,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-99329,BOAMP_CURRENT,NAME:nantes metropole habitat,NAME,Nantes Métropole Habitat,,,Software & Applications,False,48.0,2016-11-07,2016-11-07,48.0,False,2020-11-07,0,116.0,116.0,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-110437,BOAMP_CURRENT,NAME:universite europeenne bretagne,NAME,Université Européenne de Bretagne,,,Software & Applications,False,48.0,2016-07-26,2016-07-26,36.0,False,2019-07-26,0,119.42,119.42,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-111867,BOAMP_CURRENT,SIREN:224900019,SIREN_ENRICHED,Département de Maine-et-Loire,224900019,,IT Services & Consulting,False,72.0,2016-12-26,2016-12-26,72.0,False,2022-12-26,0,114.39,114.39,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-114007,BOAMP_CURRENT,SIREN:411516768,SIREN_ENRICHED,C.S.T.B.,411516768,,IT Services & Consulting,True,72.0,2016-07-30,2016-07-30,12.0,False,2017-07-30,0,119.28,119.28,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-114945,BOAMP_CURRENT,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,264400136,,IT Services & Consulting,False,72.0,2016-08-01,2016-08-01,24.0,False,2018-08-01,0,119.22,119.22,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-118533,BOAMP_CURRENT,SIREN:287200265,SIREN_ENRICHED,SDIS de la Sarthe,287200265,,Cybersecurity,False,35.0,2016-10-31,2016-10-31,12.0,False,2017-10-31,0,116.23,116.23,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-123498,BOAMP_CURRENT,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,264400136,,Software & Applications,False,48.0,2016-08-22,2016-08-22,48.0,True,2020-08-22,0,118.53,118.53,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-124376,BOAMP_CURRENT,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,234400034,,Digital Workplace & Collaboration,False,72.0,2016-10-31,2016-10-31,24.0,False,2018-10-31,0,116.23,116.23,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-125901,BOAMP_CURRENT,SIREN:515163749,SIREN_ENRICHED,CPAM de Loire-Atlantique,515163749,,Telecom & Networks,False,,2016-08-26,2016-08-26,48.0,True,2020-08-26,0,118.4,118.4,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-127032,BOAMP_CURRENT,SIREN:227200029,SIREN_ENRICHED,Département de la Sarthe,227200029,,IT Services & Consulting,False,72.0,2016-12-07,2016-12-07,48.0,True,2020-12-07,0,115.01,115.01,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-128900,BOAMP_CURRENT,SIREN:200033298,SIREN_ENRICHED,COMMUNAUTE de COMMUNES des COEVRONS,200033298,,IT Services & Consulting,False,72.0,2016-09-02,2016-09-02,48.0,True,2020-09-02,0,118.17,118.17,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-128870,BOAMP_CURRENT,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,264400136,,IT Maintenance & Support,False,72.0,2016-12-22,2016-12-22,48.0,False,2020-12-22,1,49.21,,49.21,BOAMP:20-118996,0.60498,1.0,0.89904,0.8139,0.1241499999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-130215,BOAMP_CURRENT,SIREN:228500013,SIREN_ENRICHED,Département de la Vendée,228500013,,IT Services & Consulting,False,72.0,2017-02-08,2017-02-08,12.0,False,2018-02-08,1,23.0,,23.0,BOAMP:18-133090,0.91723,0.8,0.08366,0.73597,0.0846099999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-128161,BOAMP_CURRENT,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,794304097,,IT Services & Consulting,False,72.0,2016-09-09,2016-09-09,48.0,False,2020-09-09,1,52.3,,52.3,BOAMP:21-7561,0.75787,1.0,0.6417,0.82664,0.20696,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-131471,BOAMP_CURRENT,NAME:insee,NAME,INSEE,,,IT Services & Consulting,True,72.0,2016-12-05,2016-12-05,48.0,True,2020-12-05,0,115.08,115.08,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-132878,BOAMP_CURRENT,NAME:ville avrille,NAME,Ville d'Avrillé,,,Software & Applications,True,48.0,2016-09-12,2016-09-12,48.0,True,2020-09-12,0,117.84,117.84,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-134501,BOAMP_CURRENT,SIREN:391722881,SIREN_ENRICHED,GIE SESAM Vitale,391722881,,IT Services & Consulting,False,72.0,2016-09-15,2016-09-15,12.0,False,2017-09-15,0,117.74,117.74,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-135042,BOAMP_CURRENT,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,794304097,,IT Services & Consulting,False,72.0,2017-04-13,2017-04-13,60.0,False,2022-04-13,1,59.13,,59.13,BOAMP:22-39212,0.55943,0.6,0.92773,0.70851,0.2449499999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-136139,BOAMP_CURRENT,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,234400034,,IT Services & Consulting,False,72.0,2016-12-27,2016-12-27,12.0,False,2017-12-27,1,7.39,,7.39,BOAMP:17-68186,1.0,0.2,0.61597,0.73919,0.0954599999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-136057,BOAMP_CURRENT,SIREN:217500016,SIREN_ENRICHED,Ville du Mans,217500016,,Telecom & Networks,False,32.0,2016-11-15,2016-11-15,2.0,False,2017-01-15,0,115.74,115.74,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-139456,BOAMP_CURRENT,SIREN:284400017,SIREN_ENRICHED,SDIS 44,284400017,,Software & Applications,True,48.0,2016-09-23,2016-09-23,48.0,True,2020-09-23,0,117.48,117.48,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-139147,BOAMP_CURRENT,SIREN:391722881,SIREN_ENRICHED,GIE SESAM Vitale,391722881,,Digital Workplace & Collaboration,False,72.0,2017-06-21,2017-06-21,12.0,False,2018-06-21,1,10.74,,10.74,BOAMP:17-93952,0.63659,1.0,0.8952,0.82641,0.18162,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-139674,BOAMP_CURRENT,SIREN:227200029,SIREN_ENRICHED,Département de la Sarthe,227200029,,Cloud & Infrastructure,False,48.0,2017-01-06,2017-01-06,48.0,False,2021-01-06,0,114.03,114.03,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-139386,BOAMP_CURRENT,SIREN:225300011,SIREN_ENRICHED,Conseil départemental de la Mayenne,225300011,,Software & Applications,False,48.0,2016-11-07,2016-11-07,48.0,False,2020-11-07,0,116.0,116.0,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-137248,BOAMP_CURRENT,SIREN:403040850,SIREN_ENRICHED,Sarthe Habitat,403040850,,Unknown,False,45.0,2016-12-30,2016-12-30,48.0,True,2020-12-30,0,114.26,114.26,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-140691,BOAMP_CURRENT,SIREN:214402042,SIREN_ENRICHED,Ville de Thouaré-sur-Loire,214402042,,Cybersecurity,False,35.0,2016-09-29,2016-09-29,24.0,False,2018-09-29,0,117.28,117.28,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-142611,BOAMP_CURRENT,NAME:ville orvault,NAME,Ville d'Orvault,,,Software & Applications,True,48.0,2016-09-30,2016-09-30,48.0,False,2020-09-30,0,117.25,117.25,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-146809,BOAMP_CURRENT,SIREN:268502424,SIREN_ENRICHED,C.H.D La Roche Sur Yon-Luçon-Montaigu,268502424,,Software & Applications,True,48.0,2017-04-18,2017-04-18,12.0,False,2018-04-18,0,110.68,110.68,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-149380,BOAMP_CURRENT,SIREN:214400418,SIREN_ENRICHED,Commune de la Chevrolière,214400418,,Telecom & Networks,False,32.0,2016-10-13,2016-10-13,3.0,False,2017-01-13,0,116.82,116.82,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-151887,BOAMP_CURRENT,SIREN:214400269,SIREN_ENRICHED,Ville de Carquefou,214400269,,Telecom & Networks,False,32.0,2017-02-01,2017-02-01,12.0,False,2018-02-01,0,113.17,113.17,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-151274,BOAMP_CURRENT,SIREN:194401006,SIREN_ENRICHED,Ecole Centrale de Nantes,194401006,,Telecom & Networks,False,32.0,2017-01-25,2017-01-25,36.0,False,2020-01-25,0,113.4,113.4,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-153677,BOAMP_CURRENT,SIREN:214401432,SIREN_ENRICHED,Ville de Rezé,214401432,,Cybersecurity,False,72.0,2016-10-20,2016-10-20,36.0,False,2019-10-20,0,116.59,116.59,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-153566,BOAMP_CURRENT,NAME:ville orvault,NAME,Ville d'Orvault,,,Cybersecurity,False,35.0,2016-10-20,2016-10-20,36.0,False,2019-10-20,0,116.59,116.59,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-153330,BOAMP_CURRENT,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,794304097,,Software & Applications,False,48.0,2018-01-16,2018-01-16,60.0,False,2023-01-16,0,101.71,101.71,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-153188,BOAMP_CURRENT,SIREN:214401846,SIREN_ENRICHED,Commune de Saint-Nazaire,214401846,,Telecom & Networks,False,45.0,2016-10-26,2016-10-26,28.0,False,2019-02-26,0,116.39,116.39,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-153795,BOAMP_CURRENT,SIREN:214401846,SIREN_ENRICHED,Commune de Saint-Nazaire,214401846,,Telecom & Networks,False,32.0,2016-10-26,2016-10-26,24.0,False,2018-10-26,0,116.39,116.39,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-155186,BOAMP_CURRENT,SIREN:546650169,SIREN_ENRICHED,Vendée Expansion,546650169,,IT Services & Consulting,False,72.0,2016-10-26,2016-10-26,12.0,False,2017-10-26,0,116.39,116.39,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-158195,BOAMP_CURRENT,SIREN:218502268,SIREN_ENRICHED,Ville de Saint-Hilaire-de-Riez,218502268,,Digital Workplace & Collaboration,False,72.0,2016-10-28,2016-10-28,36.0,False,2019-10-28,0,116.33,116.33,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-158411,BOAMP_CURRENT,NAME:institut 4 10,NAME,INSTITUT 4.10,,,Software & Applications,True,48.0,2016-10-28,2016-10-28,12.0,False,2017-10-28,0,116.33,116.33,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-158975,BOAMP_CURRENT,NAME:dirisi,NAME,DIRISI,,,Software & Applications,False,48.0,2017-04-24,2017-04-24,90.0,False,2024-10-24,0,110.48,110.48,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-161115,BOAMP_CURRENT,SIREN:288500010,SIREN_ENRICHED,SDIS 85,288500010,,Cybersecurity,False,35.0,2017-01-25,2017-01-25,48.0,True,2021-01-25,0,113.4,113.4,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-166758,BOAMP_CURRENT,SIREN:217500016,SIREN_ENRICHED,Ville du Mans,217500016,,Unknown,False,,2016-11-17,2016-11-17,48.0,True,2020-11-17,0,115.67,115.67,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-167180,BOAMP_CURRENT,SIREN:546650169,SIREN_ENRICHED,Vendée Expansion,546650169,,IT Services & Consulting,False,72.0,2016-12-20,2016-12-20,12.0,False,2017-12-20,1,4.43,,4.43,BOAMP:17-61199,0.77781,1.0,0.36958,0.78059,0.0981699999999999,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-170680,BOAMP_CURRENT,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,264400136,,IT Services & Consulting,False,72.0,2016-11-25,2016-11-25,48.0,False,2020-11-25,0,115.41,115.41,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-172610,BOAMP_CURRENT,NAME:conseil general vendee,NAME,Conseil général de la Vendée,,,Digital Workplace & Collaboration,False,72.0,2017-04-13,2017-04-13,48.0,True,2021-04-13,0,110.84,110.84,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-171762,BOAMP_CURRENT,SIREN:524795564,SIREN_ENRICHED,CARENE,524795564,,Cloud & Infrastructure,False,45.0,2017-03-22,2017-03-22,18.0,False,2018-09-22,0,111.56,111.56,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-172095,BOAMP_CURRENT,SIREN:524795564,SIREN_ENRICHED,CARENE,524795564,,Cybersecurity,False,72.0,2016-12-02,2016-12-02,24.0,False,2018-12-02,0,115.18,115.18,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-173647,BOAMP_CURRENT,NAME:caf somme,NAME,CAF de la Somme,,,Digital Workplace & Collaboration,False,72.0,2016-12-04,2016-12-04,48.0,False,2020-12-04,0,115.11,115.11,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-176618,BOAMP_CURRENT,NAME:ville orvault,NAME,Ville d'Orvault,,,Software & Applications,True,48.0,2016-12-09,2016-12-09,48.0,False,2020-12-09,0,114.95,114.95,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-176813,BOAMP_CURRENT,NAME:cte cnes coeur estuaire,NAME,Cté Cnes Coeur d'Estuaire,,,Unknown,False,45.0,2017-05-04,2017-05-04,48.0,True,2021-05-04,0,110.15,110.15,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-179721,BOAMP_CURRENT,NAME:gpm nantes st nazaire,NAME,GPM de Nantes - St Nazaire,,,Telecom & Networks,False,32.0,2016-12-15,2016-12-15,48.0,True,2020-12-15,0,114.75,114.75,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-180684,BOAMP_CURRENT,SIREN:777739160,SIREN_ENRICHED,FONDAT REGION OUEST LIGUE CANCER,777739160,,Telecom & Networks,False,32.0,2016-12-16,2016-12-16,1.0,False,2017-01-16,0,114.72,114.72,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-182034,BOAMP_CURRENT,SIREN:284400017,SIREN_ENRICHED,SDIS 44,284400017,,Cybersecurity,False,35.0,2017-03-07,2017-03-07,7.0,False,2017-10-07,1,10.81,,10.81,BOAMP:17-174760,0.63585,1.0,0.68265,0.78359,0.30408,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
BOAMP:16-184522,BOAMP_CURRENT,NAME:sdegm,NAME,SDEGM,,,Telecom & Networks,False,32.0,2016-12-23,2016-12-23,48.0,False,2020-12-23,0,114.49,114.49,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-183156,BOAMP_CURRENT,SIREN:227200029,SIREN_ENRICHED,Département de la Sarthe,227200029,,Digital Workplace & Collaboration,False,72.0,2017-04-26,2017-04-26,48.0,False,2021-04-26,0,110.41,110.41,,,,,,,,,none,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,1
BOAMP:16-183705,BOAMP_CURRENT,SIREN:285300018,SIREN_ENRICHED,Sdis de la Mayenne,285300018,,Cybersecurity,False,35.0,2016-12-24,2016-12-24,12.0,False,2017-12-24,1,14.36,,14.36,BOAMP:17-176560,0.7269,1.0,0.80366,0.84603,,1.0,M0_balanced,M0_balanced; proxy recurrence: identifiable reappearance of a similar procurement need; not a legally verified renewal chain,0
