contract_id,source,buyer_key_original,buyer_key_enriched,enrichment_confidence,cpv_div2,category_id,category_label,start_date,declared_duration_months,event,observed_duration_months,amount_clean,link_method,renewal_contract_id,text_similarity
BOAMP:23-99938,BOAMP,NAME:gie sesam vitale,SIREN:391722881,HIGH,72.0,CAT02,IT Services & Consulting,2023-07-13,48.0,0,17.64,,none,,
BOAMP:23-115723,BOAMP,NAME:gie sesam vitale,SIREN:391722881,HIGH,72.0,CAT02,IT Services & Consulting,2023-12-19,24.0,0,12.42,2000000.0,none,,
BOAMP:24-27595,BOAMP,SIRET:17440005100010,SIREN:391722881,HIGH,72.0,CAT10,IT Maintenance & Support,2024-03-07,6.0,0,9.82,7000000.0,none,,
BOAMP:24-27614,BOAMP,SIRET:17440005100010,SIREN:391722881,HIGH,72.0,CAT02,IT Services & Consulting,2024-03-07,6.0,0,9.82,,none,,
BOAMP:24-74996,BOAMP,SIRET:39172288100052,SIREN:391722881,HIGH,72.0,CAT02,IT Services & Consulting,2024-06-28,6.0,0,6.11,1430000.0,none,,
BOAMP:24-142589,BOAMP,SIRET:39172288100052,SIREN:391722881,HIGH,72.0,CAT07,Digital Workplace & Collaboration,2024-12-20,48.0,0,0.36,,none,,
BOAMP:15-165845,BOAMP,NAME:le pellerin,SIREN:214401200,HIGH,35.0,CAT03,Cybersecurity,2016-02-16,3.0,0,106.47,,none,,
BOAMP:15-168917,BOAMP,NAME:sictom loir et sarthe,NAME:sictom loir et sarthe,NO_MATCH,48.0,CAT01,Software & Applications,2015-11-09,48.0,0,109.72,,none,,
BOAMP:15-171325,BOAMP,NAME:chambre agriculture pays de la loire,SIREN:130031487,HIGH,32.0,CAT04,Telecom & Networks,2015-11-10,24.0,0,109.69,,none,,
BOAMP:15-173700,BOAMP,NAME:reze,SIREN:214401432,HIGH,48.0,CAT01,Software & Applications,2015-11-17,36.0,0,109.46,,none,,
BOAMP:16-17002,BOAMP,NAME:reze,SIREN:214401432,HIGH,48.0,CAT01,Software & Applications,2016-02-04,36.0,0,106.87,,none,,
BOAMP:19-102776,BOAMP,NAME:reze,SIREN:214401432,HIGH,48.0,CAT01,Software & Applications,2019-11-06,48.0,0,61.83,,none,,
BOAMP:20-96647,BOAMP,NAME:reze,SIREN:214401432,HIGH,48.0,CAT01,Software & Applications,2020-11-02,12.0,0,49.93,,none,,
BOAMP:15-178791,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2015-11-30,48.0,1,44.05,,boamp_jaccard,BOAMP:19-119269,0.381
BOAMP:15-192356,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2015-12-24,12.0,1,2.56,,boamp_jaccard,BOAMP:16-33632,0.235
BOAMP:15-175210,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2016-02-25,48.0,0,106.18,,none,,
BOAMP:16-33283,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2016-03-10,12.0,0,105.72,,none,,
BOAMP:16-33632,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT07,Digital Workplace & Collaboration,2016-03-11,48.0,1,40.7,,boamp_jaccard,BOAMP:19-119269,0.273
BOAMP:16-73215,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2016-05-23,36.0,1,38.27,75000.0,boamp_jaccard,BOAMP:19-74485,0.25
BOAMP:16-128161,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2016-09-09,48.0,1,52.3,,boamp_jaccard,BOAMP:21-7561,0.556
BOAMP:17-13461,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2017-01-29,36.0,1,30.03,,boamp_jaccard,BOAMP:19-74485,0.278
BOAMP:16-135042,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2017-04-13,60.0,1,64.22,,boamp_jaccard,BOAMP:22-111359,0.214
BOAMP:17-58214,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2017-04-30,48.0,1,57.85,,boamp_jaccard,BOAMP:22-26998,0.208
BOAMP:17-76616,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2017-06-03,48.0,0,90.93,,none,,
BOAMP:17-106009,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2017-11-26,48.0,0,85.15,,none,,
BOAMP:17-168569,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT09,GIS & Mapping,2017-11-29,48.0,1,50.39,,boamp_jaccard,BOAMP:22-21573,0.267
BOAMP:17-129614,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2017-12-21,48.0,1,50.13,,boamp_jaccard,BOAMP:22-26998,0.211
BOAMP:17-179112,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2017-12-22,48.0,0,84.3,,none,,
BOAMP:17-111330,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2018-01-16,12.0,1,16.36,,boamp_jaccard,BOAMP:19-36958,0.25
BOAMP:18-11225,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-01-27,48.0,1,53.29,,boamp_jaccard,BOAMP:22-94904,0.643
BOAMP:18-28651,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-03-03,60.0,1,67.58,,boamp_jaccard,BOAMP:23-144303,0.737
BOAMP:18-53378,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-04-20,48.0,1,47.77,,boamp_jaccard,BOAMP:22-52027,0.5
BOAMP:18-61256,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-07-10,48.0,1,54.83,,boamp_jaccard,BOAMP:22-94454,0.333
BOAMP:18-61655,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2018-07-10,48.0,1,54.83,,boamp_jaccard,BOAMP:22-94454,0.714
BOAMP:18-66863,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-08-10,12.0,0,76.71,,none,,
BOAMP:18-128159,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-09-15,48.0,0,75.53,,none,,
BOAMP:18-174875,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2018-12-18,48.0,1,50.85,,boamp_jaccard,BOAMP:23-34854,0.273
BOAMP:19-16942,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2019-04-29,48.0,0,68.1,,none,,
BOAMP:19-36958,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2019-05-29,48.0,1,38.27,,boamp_jaccard,BOAMP:22-108057,0.556
BOAMP:19-74485,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2019-08-01,48.0,1,49.93,,boamp_jaccard,BOAMP:23-37068,0.474
BOAMP:19-119269,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2019-08-02,48.0,1,50.59,,boamp_jaccard,BOAMP:23-144303,0.375
BOAMP:19-191665,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2019-12-26,72.0,0,60.18,,none,,
BOAMP:20-12070,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2020-01-26,48.0,0,59.17,,none,,
BOAMP:20-26328,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2020-02-21,48.0,0,58.31,,none,,
BOAMP:20-26585,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2020-02-23,48.0,1,43.86,,boamp_jaccard,BOAMP:23-144303,0.238
BOAMP:20-32203,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2020-03-06,48.0,0,57.85,,none,,
BOAMP:20-34392,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2020-03-11,48.0,0,57.69,,none,,
BOAMP:20-54283,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2020-04-23,48.0,0,56.27,,none,,
BOAMP:20-66643,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2020-05-22,48.0,1,52.86,,boamp_jaccard,BOAMP:24-117855,0.222
BOAMP:20-86796,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT08,Data & AI,2020-07-07,48.0,1,48.09,,boamp_jaccard,BOAMP:24-80432,0.389
BOAMP:20-98264,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2020-08-05,18.0,0,52.86,,none,,
BOAMP:20-98214,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2020-08-05,18.0,0,52.86,,none,,
BOAMP:20-115663,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2020-09-22,48.0,1,36.2,,boamp_jaccard,BOAMP:23-37068,0.222
BOAMP:21-7561,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2021-01-18,48.0,1,44.94,,boamp_jaccard,BOAMP:24-117855,0.222
BOAMP:21-13474,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2021-05-12,48.0,0,43.66,,none,,
BOAMP:21-76081,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2021-06-04,48.0,0,42.9,,none,,
BOAMP:21-85552,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT07,Digital Workplace & Collaboration,2021-06-22,48.0,0,42.31,,none,,
BOAMP:21-85842,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2021-06-25,48.0,0,42.21,,none,,
BOAMP:21-122032,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-01-06,48.0,0,35.81,,none,,
BOAMP:22-21573,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT09,GIS & Mapping,2022-02-10,8.0,0,34.66,,none,,
BOAMP:22-26998,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2022-02-24,48.0,0,34.2,,none,,
BOAMP:22-39212,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-03-18,24.0,1,19.09,590000.0,boamp_jaccard,BOAMP:23-144303,0.231
BOAMP:22-39891,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT08,Data & AI,2022-03-19,48.0,0,33.44,,none,,
BOAMP:22-52027,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-04-13,48.0,0,32.62,999999.0,none,,
BOAMP:22-94904,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-07-07,48.0,0,29.83,,none,,
BOAMP:22-108057,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2022-08-06,48.0,0,28.84,999999.0,none,,
BOAMP:22-111359,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-08-20,72.0,0,28.38,,none,,
BOAMP:22-48708,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-08-31,48.0,0,28.02,,none,,
BOAMP:22-118191,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-09-03,48.0,0,27.92,220000.0,none,,
BOAMP:22-133794,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-10-08,36.0,0,26.77,295000.0,none,,
BOAMP:22-156333,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-11-24,84.0,0,25.23,,none,,
BOAMP:22-157410,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-12-03,48.0,0,24.93,1210000.0,none,,
BOAMP:22-165917,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2022-12-18,60.0,0,24.44,1500000.0,none,,
BOAMP:22-94454,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-02-03,48.0,0,22.9,999999.0,none,,
BOAMP:23-34854,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-03-15,48.0,0,21.58,,none,,
BOAMP:23-34705,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-03-17,48.0,0,21.52,800000.0,none,,
BOAMP:23-58292,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-04-29,48.0,0,20.11,,none,,
BOAMP:23-60788,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-05-04,48.0,0,19.94,,none,,
BOAMP:23-102643,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-07-22,48.0,0,17.35,,none,,
BOAMP:23-37068,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-09-29,48.0,0,15.08,,none,,
BOAMP:23-144303,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2023-10-20,48.0,0,14.39,,none,,
BOAMP:24-80432,BOAMP,SIRET:24440040400129,NAME:nantes metropole,MEDIUM,72.0,CAT02,IT Services & Consulting,2024-07-10,48.0,0,5.72,,none,,
BOAMP:24-90280,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2024-08-01,48.0,0,4.99,,none,,
BOAMP:24-102167,BOAMP,NAME:nantes metropole,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2024-09-10,5.0,0,3.68,,none,,
BOAMP:24-117855,BOAMP,SIRET:24440040400129,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2024-10-17,5.0,1,1.91,,boamp_jaccard,BOAMP:24-139939,0.263
BOAMP:24-139939,BOAMP,SIRET:24440040400129,NAME:nantes metropole,MEDIUM,72.0,CAT03,Cybersecurity,2024-12-14,5.0,0,0.56,,none,,
BOAMP:15-177015,BOAMP,NAME:conseil general de loire atlantique,NAME:conseil general de loire atlantique,MEDIUM,18.0,CAT04,Telecom & Networks,2016-04-28,48.0,0,104.11,548000.0,none,,
BOAMP:15-179034,BOAMP,NAME:c h s de la sarthe,NAME:c h s de la sarthe,NO_MATCH,,CAT08,Data & AI,2015-11-27,48.0,0,109.13,,none,,
BOAMP:15-185112,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2015-12-10,48.0,0,108.71,,none,,
BOAMP:16-2771,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2016-01-08,48.0,0,107.75,,none,,
BOAMP:16-172610,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT07,Digital Workplace & Collaboration,2017-04-13,48.0,1,41.36,,boamp_jaccard,BOAMP:20-49221,0.615
BOAMP:20-10119,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2020-09-10,48.0,0,51.68,,none,,
BOAMP:20-49221,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2020-09-23,48.0,0,51.25,,none,,
BOAMP:20-20672,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2020-10-28,48.0,0,50.1,,none,,
BOAMP:20-61728,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT07,Digital Workplace & Collaboration,2020-10-28,48.0,0,50.1,,none,,
BOAMP:20-17802,BOAMP,NAME:conseil general de la vendee,NAME:conseil general de la vendee,NO_MATCH,72.0,CAT02,IT Services & Consulting,2020-10-29,48.0,0,50.07,,none,,
BOAMP:15-186668,BOAMP,NAME:e c a s gendarmerie nationale,NAME:e c a s gendarmerie nationale,LOW,32.0,CAT04,Telecom & Networks,2016-04-04,48.0,0,104.89,140000.0,none,,
BOAMP:15-187883,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,,CAT04,Telecom & Networks,2015-12-16,48.0,0,108.51,,none,,
BOAMP:15-189271,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2015-12-18,48.0,1,43.36,200000.0,boamp_jaccard,BOAMP:19-18263,0.2
BOAMP:16-61061,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2016-04-29,48.0,0,104.07,,none,,
BOAMP:16-127032,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2016-12-07,48.0,1,58.94,80000.0,boamp_jaccard,BOAMP:21-88219,0.217
BOAMP:17-8714,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2017-01-19,48.0,0,95.37,,none,,
BOAMP:16-183156,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT07,Digital Workplace & Collaboration,2017-04-26,48.0,0,92.18,155000.0,none,,
BOAMP:18-58630,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2018-07-02,48.0,0,77.99,50000.0,none,,
BOAMP:18-123694,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2018-09-04,48.0,1,40.57,,boamp_jaccard,BOAMP:21-138241,0.5
BOAMP:18-127908,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2018-09-13,48.0,1,46.48,,boamp_jaccard,BOAMP:22-60784,0.207
BOAMP:18-126368,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2018-11-12,48.0,1,46.68,,boamp_jaccard,BOAMP:22-77622,1.0
BOAMP:19-8964,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2019-01-17,48.0,0,71.45,,none,,
BOAMP:19-18263,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2019-07-30,12.0,0,65.08,,none,,
BOAMP:19-145053,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2019-09-24,48.0,0,63.24,220000.0,none,,
BOAMP:19-174809,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2019-11-20,48.0,0,61.37,220000.0,none,,
BOAMP:21-88219,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT03,Cybersecurity,2021-11-05,48.0,0,37.84,,none,,
BOAMP:21-156574,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2021-11-26,48.0,0,37.16,,none,,
BOAMP:21-138241,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2022-01-21,48.0,0,35.32,,none,,
BOAMP:22-83128,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2022-06-14,48.0,0,30.58,,none,,
BOAMP:22-60784,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2022-07-29,48.0,0,29.11,,none,,
BOAMP:22-77622,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2022-10-03,48.0,0,26.94,300000.0,none,,
BOAMP:23-56040,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2023-04-26,48.0,0,20.2,7500000.0,none,,
BOAMP:23-139972,BOAMP,NAME:la sarthe,SIREN:227200029,HIGH,72.0,CAT02,IT Services & Consulting,2023-10-06,48.0,0,14.85,,none,,
BOAMP:15-191209,BOAMP,NAME:commune des herbiers,SIREN:218501096,HIGH,32.0,CAT06,IT Hardware & Equipment,2015-12-24,48.0,0,108.25,,none,,
BOAMP:16-3447,BOAMP,NAME:loire vendee ocean,SIREN:268504453,HIGH,48.0,CAT05,Cloud & Infrastructure,2016-01-11,48.0,0,107.65,,none,,
BOAMP:16-4040,BOAMP,NAME:cte de communes du pays des herbiers,NAME:cte de communes du pays des herbiers,NO_MATCH,72.0,CAT02,IT Services & Consulting,2016-01-12,48.0,0,107.62,,none,,
BOAMP:23-101767,BOAMP,NAME:cte de communes du pays des herbiers,NAME:cte de communes du pays des herbiers,NO_MATCH,72.0,CAT07,Digital Workplace & Collaboration,2023-07-20,48.0,0,17.41,,none,,
BOAMP:16-6135,BOAMP,NAME:de la sarthe,SIREN:287200265,HIGH,48.0,CAT07,Digital Workplace & Collaboration,2016-04-12,48.0,0,104.63,,none,,
BOAMP:18-160377,BOAMP,NAME:de la sarthe,SIREN:287200265,HIGH,48.0,CAT01,Software & Applications,2019-03-29,48.0,0,69.12,,none,,
BOAMP:23-81527,BOAMP,NAME:de la sarthe,SIREN:287200265,HIGH,48.0,CAT01,Software & Applications,2023-06-15,84.0,0,18.56,,none,,
BOAMP:16-5206,BOAMP,NAME:saint nazaire,SIREN:214401846,HIGH,,CAT_UNKNOWN,Unknown,2016-01-14,28.0,0,107.56,,none,,
BOAMP:16-7903,BOAMP,NAME:ecole des mines de nantes,SIREN:523699148,HIGH,32.0,CAT06,IT Hardware & Equipment,2016-04-05,48.0,0,104.86,,none,,
BOAMP:16-10414,BOAMP,NAME:conseil general de loire atlantique,NAME:conseil general de loire atlantique,MEDIUM,72.0,CAT02,IT Services & Consulting,2016-01-22,24.0,0,107.29,,none,,
BOAMP:16-10649,BOAMP,NAME:44,SIREN:284400017,HIGH,,CAT03,Cybersecurity,2016-01-25,48.0,0,107.19,,none,,
BOAMP:16-42023,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2016-03-24,48.0,0,105.26,,none,,
BOAMP:16-12477,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2016-05-17,48.0,0,103.48,,none,,
BOAMP:16-179721,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2016-12-15,48.0,0,96.52,,none,,
BOAMP:17-67752,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2017-05-16,48.0,0,91.52,,none,,
BOAMP:19-48376,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2019-08-12,48.0,0,64.65,,none,,
BOAMP:19-39750,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2019-11-05,48.0,0,61.86,,none,,
BOAMP:23-6460,BOAMP,NAME:gpm de nantes st nazaire,NAME:gpm de nantes st nazaire,NO_MATCH,32.0,CAT04,Telecom & Networks,2023-01-13,48.0,0,23.59,,none,,
BOAMP:16-14558,BOAMP,NAME:inra angers nantes,NAME:inra angers nantes,NO_MATCH,72.0,CAT02,IT Services & Consulting,2016-07-05,36.0,0,101.87,129000.0,none,,
BOAMP:20-13447,BOAMP,NAME:inra angers nantes,NAME:inra angers nantes,NO_MATCH,72.0,CAT02,IT Services & Consulting,2020-10-20,48.0,0,50.36,,none,,
BOAMP:16-15282,BOAMP,NAME:montrevault sur evre,SIREN:200054302,HIGH,48.0,CAT01,Software & Applications,2016-02-02,48.0,0,106.93,,none,,
BOAMP:16-54252,BOAMP,NAME:montrevault sur evre,SIREN:200054302,HIGH,48.0,CAT01,Software & Applications,2016-04-15,12.0,0,104.53,,none,,
BOAMP:16-16627,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT07,Digital Workplace & Collaboration,2016-02-04,48.0,0,106.87,,none,,
BOAMP:16-38113,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT07,Digital Workplace & Collaboration,2016-03-16,48.0,0,105.52,,none,,
BOAMP:17-40324,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT02,IT Services & Consulting,2017-07-10,48.0,0,89.72,,none,,
BOAMP:17-69162,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT02,IT Services & Consulting,2017-10-30,30.0,0,86.04,,none,,
BOAMP:19-160471,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT08,Data & AI,2020-03-16,48.0,1,43.63,,boamp_jaccard,BOAMP:23-154026,0.231
BOAMP:21-27874,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT03,Cybersecurity,2021-05-19,48.0,0,43.43,,none,,
BOAMP:23-120222,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT02,IT Services & Consulting,2023-08-31,48.0,0,16.03,,none,,
BOAMP:23-154026,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT02,IT Services & Consulting,2023-11-04,48.0,0,13.9,,none,,
BOAMP:23-169082,BOAMP,NAME:le mans metropole communaute urbaine,SIREN:247200132,HIGH,72.0,CAT02,IT Services & Consulting,2023-12-07,48.0,0,12.81,,none,,
