notice_id,scenario,role,buyer_id,buyer_name,buyer_key,object,cpv,category,need_id,start_date,declared_duration_months,duration_missing_flag,estimated_end_date,true_event,true_source_id,candidate_type,noise_types_applied,large_buyer_flag
SYN_EASY_FALSE_00297_00,easy,candidate,B0073,CHU de Nantes 073,NAME:nantes 073,fourniture d'équipements réseau et prestations associées avec prestations associées,32000000,Telecom & Networks,équipements réseau,2019-06-27,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00298,easy,source,B0321,ONIRIS 321,NAME:oniris 321,licences bureautiques et services associés,72212218,Digital Workplace & Collaboration,poste de travail,2020-03-20,,1,2024-03-20,1,SYN_EASY_SRC_00298,source,missing_duration,False
SYN_EASY_TRUE_00298,easy,candidate,B0321,ONIRIS 321,NAME:oniris 321,solution collaborative et environnement de travail numérique,72212218,Digital Workplace & Collaboration,poste de travail,2024-01-14,,1,,0,SYN_EASY_SRC_00298,true_recurrence,none,False
SYN_EASY_FALSE_00298_00,easy,candidate,B0156,Vendée Eau 156,NAME:vendee eau 156,prestations informatiques,48218000,Digital Workplace & Collaboration,équipements réseau,2024-04-02,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|generic_short_object|near_expected_end_wrong_need|same_broad_category_wrong_need,False
SYN_EASY_SRC_00299,easy,source,B0001,Nantes Métropole,NAME:nantes,fourniture d'équipements réseau et prestations associées pour les besoins des services,32400000,Telecom & Networks,équipements réseau,2019-08-22,48.0,0,2023-08-22,0,SYN_EASY_SRC_00299,source,none,True
SYN_EASY_FALSE_00299_00,easy,candidate,B0001,Nantes Métropole,NAME:nantes,prestations informatiques,32000000,Telecom & Networks,poste de travail,2023-09-14,,1,,0,SYN_EASY_SRC_00299,false_candidate_same_buyer,false_candidate|generic_short_object|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_EASY_SRC_00300,easy,source,B0027,CHU de Nantes 027,NAME:nantes 027,services de télécommunications fixes et mobiles avec prestations associées,32000000,Telecom & Networks,télécommunications,2018-10-27,36.0,0,2021-10-26,0,SYN_EASY_SRC_00300,source,none,False
SYN_EASY_SRC_00301,easy,source,B0048,Région Pays de la Loire 048,NAME:pays loire 048,assistance à maîtrise d'ouvrage numérique,79131000,AMOA numérique,AMOA numérique,2018-09-10,72.0,0,2024-09-09,0,SYN_EASY_SRC_00301,source,none,False
SYN_EASY_FALSE_00301_00,easy,candidate,B0048,Région Pays de la Loire 048,NAME:pays loire 048,infogérance de l'infrastructure informatique pour les besoins des services,79131000,Cloud & Infrastructure,infogérance infrastructure,2024-07-17,,1,,0,SYN_EASY_SRC_00301,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00302,easy,source,B0192,Département de la Vendée 192,NAME:vendee 192,maintenance du logiciel métier patrimoine pour plusieurs sites,48450000,Software & Applications,maintenance logiciel métier,2017-05-23,48.0,0,2021-05-23,1,SYN_EASY_SRC_00302,source,none,False
SYN_EASY_TRUE_00302,easy,candidate,B0192,Département de la Vendée 192,NAME:vendee 192,maintenance du logiciel métier gestion des usagers avec prestations associées,48450000,Software & Applications,maintenance logiciel métier,2021-06-05,,1,,0,SYN_EASY_SRC_00302,true_recurrence,none,False
SYN_EASY_FALSE_00302_00,easy,candidate,B0271,Vendée Eau 271,NAME:vendee eau 271,prestations informatiques,72000000,IT Services & Consulting,développement application web,2022-08-11,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|generic_short_object,False
SYN_EASY_FALSE_00302_01,easy,candidate,B0005,Université d'Angers,NAME:d angers,développement d'outils SIG et analyse de données,48219300,Software & Applications,data BI cartographie,2021-04-17,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_EASY_SRC_00303,easy,source,B0036,Syndicat mixte numérique 036,NAME:syndicat mixte numerique 036,infogérance de l'infrastructure informatique dans le cadre d'un accord-cadre,72700000,Cloud & Infrastructure,infogérance infrastructure,2016-06-04,,1,2020-06-04,1,SYN_EASY_SRC_00303,source,missing_duration,False
SYN_EASY_TRUE_00303,easy,candidate,B0036,Syndicat mixte numérique 036,NAME:syndicat mixte numerique 036,infogérance de l'infrastructure informatique pour les besoins des services,72700000,Cloud & Infrastructure,infogérance infrastructure,2020-04-28,,1,,0,SYN_EASY_SRC_00303,true_recurrence,none,False
SYN_EASY_FALSE_00303_00,easy,candidate,B0036,Syndicat mixte numérique 036,NAME:syndicat mixte numerique 036,support et évolution de la solution applicative bibliothèque avec prestations associées,48450000,Software & Applications,maintenance logiciel métier,2017-07-17,,1,,0,SYN_EASY_SRC_00303,false_candidate_same_buyer,false_candidate,False
SYN_EASY_SRC_00304,easy,source,B0045,ONIRIS 045,NAME:oniris 045,prestations d'audit de sécurité du système d'information dans le cadre d'un accord-cadre,72810000,Cybersecurity,audit sécurité SI,2016-04-29,60.0,0,2021-04-29,1,SYN_EASY_SRC_00304,source,none,False
SYN_EASY_TRUE_00304,easy,candidate,B0045,ONIRIS 045,NAME:oniris 045,prestations d'audit de sécurité du système d'information pour les besoins des services,72810000,Cybersecurity,audit sécurité SI,2021-04-02,,1,,0,SYN_EASY_SRC_00304,true_recurrence,none,False
SYN_EASY_SRC_00305,easy,source,B0014,Centre hospitalier du Mans,NAME:centre hospitalier mans,services numériques,72413000,Digital Workplace & Collaboration,poste de travail,2016-01-09,,1,2020-01-09,1,SYN_EASY_SRC_00305,source,missing_duration,False
SYN_EASY_TRUE_00305,easy,candidate,B0014,Centre hospitalier du Mans,NAME:centre hospitalier mans,solution collaborative et environnement de travail numérique pour les besoins des services,72413000,Digital Workplace & Collaboration,poste de travail,2019-11-28,,1,,0,SYN_EASY_SRC_00305,true_recurrence,none,False
SYN_EASY_SRC_00306,easy,source,B0030,Angers Loire Métropole 030,NAME:angers loire 030,développement d'une application web cartographique,72000000,IT Services & Consulting,développement application web,2021-08-24,24.0,0,2023-08-24,0,SYN_EASY_SRC_00306,source,none,False
SYN_EASY_SRC_00307,easy,source,B0062,Commune de Cholet 062,NAME:cholet 062,fourniture d'équipements réseau et prestations associées pour les besoins des services,32500000,Telecom & Networks,équipements réseau,2021-01-02,12.0,0,2022-01-02,0,SYN_EASY_SRC_00307,source,none,False
SYN_EASY_SRC_00308,easy,source,B0099,Angers Loire Métropole 099,NAME:angers loire 099,prestations d'audit de sécurité du système d'information pour les besoins des services,72222300,Cybersecurity,audit sécurité SI,2019-03-14,48.0,0,2023-03-14,0,SYN_EASY_SRC_00308,source,none,False
SYN_EASY_SRC_00309,easy,source,B0211,CHU de Nantes 211,NAME:nantes 211,fourniture d'équipements réseau et prestations associées,32400000,Telecom & Networks,équipements réseau,2017-09-19,24.0,0,2019-09-19,1,SYN_EASY_SRC_00309,source,none,False
SYN_EASY_TRUE_00309,easy,candidate,B0211,CHU de Nantes 211,NAME:nantes 211,fourniture d'équipements réseau et prestations associées pour plusieurs sites,32400000,Telecom & Networks,équipements réseau,2019-09-21,,1,,0,SYN_EASY_SRC_00309,true_recurrence,none,False
SYN_EASY_SRC_00310,easy,source,B0125,SDIS 85 125,NAME:sdis 85 125,prestations d'audit de sécurité du système d'information,79417000,Cybersecurity,audit sécurité SI,2021-11-17,48.0,0,2025-11-17,1,SYN_EASY_SRC_00310,source,none,False
SYN_EASY_TRUE_00310,easy,candidate,B0125,SDIS 85 125,NAME:sdis 85 125,prestations d'audit de sécurité du système d'information,79417000,Cybersecurity,audit sécurité SI,2026-01-28,,1,,0,SYN_EASY_SRC_00310,true_recurrence,none,False
SYN_EASY_SRC_00311,easy,source,B0302,Département de Loire-Atlantique 302,NAME:loire atlantique 302,maintenance du logiciel métier marchés publics,72267100,Software & Applications,maintenance logiciel métier,2016-09-21,18.0,0,2018-03-22,1,SYN_EASY_SRC_00311,source,none,False
SYN_EASY_TRUE_00311,easy,candidate,B0302,Département de Loire-Atlantique 302,NAME:loire atlantique 302,maintenance du logiciel métier patrimoine avec prestations associées,48611000,Software & Applications,maintenance logiciel métier,2018-02-18,,1,,0,SYN_EASY_SRC_00311,true_recurrence,cpv_reclassification,False
SYN_EASY_SRC_00312,easy,source,B0251,SEMITAN 251,NAME:semitan 251,prestations d'audit de sécurité du système d'information pour les besoins des services,48730000,Cybersecurity,audit sécurité SI,2016-07-13,24.0,0,2018-07-13,1,SYN_EASY_SRC_00312,source,none,False
SYN_EASY_TRUE_00312,easy,candidate,B0251,SEMITAN 251,NAME:semitan 251,prestations d'audit de sécurité du système d'information et accompagnement au déploiement,48730000,Cybersecurity,audit sécurité SI,2018-06-30,,1,,0,SYN_EASY_SRC_00312,true_recurrence,none,False
SYN_EASY_SRC_00313,easy,source,B0009,SDIS 44,NAME:sdis 44,"solution collaborative et environnement de travail numérique incluant support, formation et maintenance",48218000,Digital Workplace & Collaboration,poste de travail,2021-08-03,60.0,0,2026-08-03,0,SYN_EASY_SRC_00313,source,none,False
SYN_EASY_SRC_00314,easy,source,B0100,Département de la Vendée 100,NAME:vendee 100,solution collaborative et environnement de travail numérique,79512000,Digital Workplace & Collaboration,poste de travail,2018-03-27,6.0,0,2018-09-25,1,SYN_EASY_SRC_00314,source,none,False
SYN_EASY_TRUE_00314,easy,candidate,B0100,Département de la Vendée 100,NAME:vendee 100,solution collaborative et environnement de travail numérique pour plusieurs sites,79512000,Digital Workplace & Collaboration,poste de travail,2018-09-29,,1,,0,SYN_EASY_SRC_00314,true_recurrence,none,False
SYN_EASY_SRC_00315,easy,source,B0067,SEMITAN 067,NAME:semitan 067,infogérance de l'infrastructure informatique et accompagnement au déploiement,48820000,Cloud & Infrastructure,infogérance infrastructure,2017-01-27,,1,2021-01-27,0,SYN_EASY_SRC_00315,source,missing_duration,False
SYN_EASY_FALSE_00315_00,easy,candidate,B0239,SDIS 44 239,NAME:sdis 44 239,prestations d'audit de sécurité du système d'information,72222300,Cybersecurity,audit sécurité SI,2021-01-28,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_EASY_SRC_00316,easy,source,B0013,Syndicat mixte numérique,NAME:syndicat mixte numerique,maintenance du logiciel métier patrimoine,72267100,Software & Applications,maintenance logiciel métier,2019-03-30,24.0,0,2021-03-29,0,SYN_EASY_SRC_00316,source,none,False
SYN_EASY_SRC_00317,easy,source,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,assistance à maîtrise d'ouvrage numérique,79411000,AMOA numérique,AMOA numérique,2020-05-08,24.0,0,2022-05-08,0,SYN_EASY_SRC_00317,source,none,False
SYN_EASY_SRC_00318,easy,source,B0120,Université d'Angers 120,NAME:d angers 120,infogérance de l'infrastructure informatique avec prestations associées,72317000,Cloud & Infrastructure,infogérance infrastructure,2015-07-21,12.0,0,2016-07-20,0,SYN_EASY_SRC_00318,source,none,False
SYN_EASY_FALSE_00318_00,easy,candidate,B0129,Centre hospitalier du Mans 129,NAME:centre hospitalier mans 129,prestations d'audit de sécurité du système d'information,72317000,Cloud & Infrastructure,audit sécurité SI,2016-06-11,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00319,easy,source,B0140,Région Pays de la Loire 140,NAME:pays loire 140,fourniture d'équipements réseau et prestations associées,32420000,Telecom & Networks,équipements réseau,2020-12-29,24.0,0,2022-12-29,0,SYN_EASY_SRC_00319,source,none,False
SYN_EASY_FALSE_00319_00,easy,candidate,B0140,Région Pays de la Loire 140,NAME:pays loire 140,prestations d'audit de sécurité du système d'information et accompagnement au déploiement,32420000,Cybersecurity,audit sécurité SI,2022-06-27,,1,,0,SYN_EASY_SRC_00319,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00320,easy,source,B0141,Département de Loire-Atlantique 141,NAME:loire atlantique 141,"maintenance du logiciel métier marchés publics incluant support, formation et maintenance",48611000,Software & Applications,maintenance logiciel métier,2015-05-22,48.0,0,2019-05-22,1,SYN_EASY_SRC_00320,source,none,False
SYN_EASY_TRUE_00320,easy,candidate,B0141,Département de Loire-Atlantique 141,NAME:loire atlantique 141,maintenance du logiciel métier finances pour les besoins des services,48611000,Software & Applications,maintenance logiciel métier,2019-04-13,,1,,0,SYN_EASY_SRC_00320,true_recurrence,none,False
SYN_EASY_SRC_00321,easy,source,B0064,Vendée Eau 064,NAME:vendee eau 064,maintenance du logiciel métier patrimoine avec prestations associées,48450000,Software & Applications,maintenance logiciel métier,2019-11-06,48.0,0,2023-11-06,1,SYN_EASY_SRC_00321,source,none,False
SYN_EASY_TRUE_00321,easy,candidate,B0064,Vendée Eau 064,NAME:vendee eau 064,services numériques,48450000,Software & Applications,maintenance logiciel métier,2023-12-19,,1,,0,SYN_EASY_SRC_00321,true_recurrence,object_shortening,False
SYN_EASY_SRC_00322,easy,source,B0329,Angers Loire Métropole 329,NAME:angers loire 329,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",72224000,AMOA numérique,AMOA numérique,2015-01-29,48.0,0,2019-01-29,1,SYN_EASY_SRC_00322,source,none,False
SYN_EASY_TRUE_00322,easy,candidate,B0329,Angers Loire Métropole 329,NAME:angers loire 329,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",72224000,AMOA numérique,AMOA numérique,2019-02-21,,1,,0,SYN_EASY_SRC_00322,true_recurrence,none,False
SYN_EASY_FALSE_00322_00,easy,candidate,B0329,Angers Loire Métropole 329,NAME:angers loire 329,"services de télécommunications fixes et mobiles incluant support, formation et maintenance",32400000,Telecom & Networks,télécommunications,2018-10-27,,1,,0,SYN_EASY_SRC_00322,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_EASY_SRC_00323,easy,source,B0016,Commune de Cholet,NAME:cholet,"prestations data, BI et cartographie décisionnelle avec prestations associées",72300000,Data / BI / Cartography,data BI cartographie,2017-11-17,24.0,0,2019-11-17,0,SYN_EASY_SRC_00323,source,none,False
SYN_EASY_SRC_00324,easy,source,B0162,Nantes Métropole 162,NAME:nantes 162,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",72224000,AMOA numérique,AMOA numérique,2020-09-16,48.0,0,2024-09-16,0,SYN_EASY_SRC_00324,source,none,False
SYN_EASY_SRC_00325,easy,source,B0001,Nantes Métropole,NAME:nantes,hébergement cloud et infogérance de plateformes numériques pour plusieurs sites,72317000,Cloud & Infrastructure,hébergement cloud,2017-03-25,12.0,0,2018-03-25,0,SYN_EASY_SRC_00325,source,none,True
SYN_EASY_SRC_00326,easy,source,B0240,SDIS 85 240,NAME:sdis 85 240,prestations d'audit de sécurité du système d'information pour plusieurs sites,72810000,Cybersecurity,audit sécurité SI,2017-12-16,,1,2021-12-16,1,SYN_EASY_SRC_00326,source,missing_duration,False
SYN_EASY_TRUE_00326,easy,candidate,B0240,SDIS 85 240,NAME:sdis 85 240,prestations d'audit de sécurité du système d'information et accompagnement au déploiement,72810000,Cybersecurity,audit sécurité SI,2021-12-03,,1,,0,SYN_EASY_SRC_00326,true_recurrence,none,False
SYN_EASY_SRC_00327,easy,source,B0029,Ville du Mans 029,NAME:mans 029,maintenance du logiciel métier patrimoine,48219300,Software & Applications,maintenance logiciel métier,2016-02-21,72.0,0,2022-02-20,1,SYN_EASY_SRC_00327,source,none,False
SYN_EASY_TRUE_00327,easy,candidate,B0029,Ville du Mans 029,NAME:mans 029,maintenance du logiciel métier finances et accompagnement au déploiement,48219300,Software & Applications,maintenance logiciel métier,2022-03-22,,1,,0,SYN_EASY_SRC_00327,true_recurrence,none,False
SYN_EASY_FALSE_00327_00,easy,candidate,B0006,Ville du Mans,NAME:mans,"prestations data, BI et cartographie décisionnelle et accompagnement au déploiement",48219300,Data / BI / Cartography,data BI cartographie,2022-07-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_EASY_SRC_00328,easy,source,B0244,Centre hospitalier du Mans 244,NAME:centre hospitalier mans 244,fourniture d'équipements réseau et prestations associées,32420000,Telecom & Networks,équipements réseau,2019-10-09,,1,2023-10-09,1,SYN_EASY_SRC_00328,source,missing_duration,False
SYN_EASY_TRUE_00328,easy,candidate,B0244,Centre hospitalier du Mans 244,NAME:centre hospitalier mans 244,renouvellement des commutateurs et routeurs du réseau pour les besoins des services,32420000,Telecom & Networks,équipements réseau,2023-09-22,,1,,0,SYN_EASY_SRC_00328,true_recurrence,none,False
SYN_EASY_SRC_00329,easy,source,B0239,SDIS 44 239,NAME:sdis 44 239,solution collaborative et environnement de travail numérique et accompagnement au déploiement,79512000,Digital Workplace & Collaboration,poste de travail,2016-10-21,48.0,0,2020-10-21,0,SYN_EASY_SRC_00329,source,none,False
SYN_EASY_FALSE_00329_00,easy,candidate,B0239,SDIS 44 239,NAME:sdis 44 239,infogérance de l'infrastructure informatique,,Digital Workplace & Collaboration,infogérance infrastructure,2020-11-16,,1,,0,SYN_EASY_SRC_00329,false_candidate_same_buyer,false_candidate|missing_cpv|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00330,easy,source,B0129,Centre hospitalier du Mans 129,NAME:centre hospitalier mans 129,"services de télécommunications fixes et mobiles incluant support, formation et maintenance",32420000,Telecom & Networks,télécommunications,2021-11-15,6.0,0,2022-05-16,1,SYN_EASY_SRC_00330,source,none,False
SYN_EASY_TRUE_00330,easy,candidate,B0129,Centre hospitalier du Mans 129,NAME:centre hospitalier mans 129,services de télécommunications fixes et mobiles avec prestations associées,32000000,Telecom & Networks,télécommunications,2022-05-25,,1,,0,SYN_EASY_SRC_00330,true_recurrence,generic_cpv_replacement,False
SYN_EASY_SRC_00331,easy,source,B0082,Syndicat mixte numérique 082,NAME:syndicat mixte numerique 082,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",72224000,AMOA numérique,AMOA numérique,2017-12-09,24.0,0,2019-12-09,0,SYN_EASY_SRC_00331,source,none,False
SYN_EASY_SRC_00332,easy,source,B0318,Conseil départemental de la Sarthe 318,NAME:departemental sarthe 318,solution collaborative et environnement de travail numérique,48218000,Digital Workplace & Collaboration,poste de travail,2016-03-03,6.0,0,2016-09-01,1,SYN_EASY_SRC_00332,source,none,False
SYN_EASY_TRUE_00332,easy,candidate,B0318,Conseil départemental de la Sarthe 318,NAME:departemental sarthe 318,solution collaborative et environnement de travail numérique pour plusieurs sites,48218000,Digital Workplace & Collaboration,poste de travail,2016-08-05,,1,,0,SYN_EASY_SRC_00332,true_recurrence,none,False
SYN_EASY_SRC_00333,easy,source,B0074,Université d'Angers 074,NAME:d angers 074,maintenance du logiciel métier gestion des usagers pour plusieurs sites,48000000,Software & Applications,maintenance logiciel métier,2019-11-07,48.0,0,2023-11-07,0,SYN_EASY_SRC_00333,source,none,False
SYN_EASY_FALSE_00333_00,easy,candidate,B0162,Nantes Métropole 162,NAME:nantes 162,prestations informatiques,48000000,Cloud & Infrastructure,infogérance infrastructure,2023-08-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|generic_short_object|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00334,easy,source,B0033,SDIS 85 033,NAME:sdis 85 033,fourniture d'équipements réseau et prestations associées,32400000,Telecom & Networks,équipements réseau,2016-04-19,12.0,0,2017-04-19,1,SYN_EASY_SRC_00334,source,none,False
SYN_EASY_TRUE_00334,easy,candidate,B0033,SDIS 85 033,NAME:sdis 85 033,fourniture d'équipements réseau et prestations associées pour les besoins des services,32400000,Telecom & Networks,équipements réseau,2017-03-26,,1,,0,SYN_EASY_SRC_00334,true_recurrence,none,False
SYN_EASY_SRC_00335,easy,source,B0272,Conseil départemental de la Sarthe 272,NAME:departemental sarthe 272,services de télécommunications fixes et mobiles,32500000,Telecom & Networks,télécommunications,2015-04-06,60.0,0,2020-04-05,1,SYN_EASY_SRC_00335,source,none,False
SYN_EASY_TRUE_00335,easy,candidate,B0272,Conseil départemental de la Sarthe 272,NAME:departemental sarthe 272,services de télécommunications fixes et mobiles pour plusieurs sites,32500000,Telecom & Networks,télécommunications,2020-03-17,,1,,0,SYN_EASY_SRC_00335,true_recurrence,none,False
SYN_EASY_SRC_00336,easy,source,B0202,Vendée Eau 202,NAME:vendee eau 202,prestations d'audit de sécurité du système d'information pour les besoins des services,72222300,Cybersecurity,audit sécurité SI,2017-03-21,36.0,0,2020-03-20,1,SYN_EASY_SRC_00336,source,none,False
SYN_EASY_TRUE_00336,easy,candidate,B0202,Vendée Eau 202,NAME:vendee eau 202,contrôle de conformité cybersécurité et accompagnement SSI pour les besoins des services,72222300,Cybersecurity,audit sécurité SI,2020-03-17,,1,,0,SYN_EASY_SRC_00336,true_recurrence,none,False
SYN_EASY_SRC_00337,easy,source,B0041,VENDEE EAU 041,NAME:vendee eau 041,maintenance du logiciel métier bibliothèque dans le cadre d'un accord-cadre,72267100,Software & Applications,maintenance logiciel métier,2016-11-23,24.0,0,2018-11-23,0,SYN_EASY_SRC_00337,source,accent_removed|case_variation,False
SYN_EASY_SRC_00338,easy,source,B0124,SDIS 44 124,NAME:sdis 44 124,prestations d'audit de sécurité du système d'information pour plusieurs sites,72810000,Cybersecurity,audit sécurité SI,2017-06-04,48.0,0,2021-06-04,1,SYN_EASY_SRC_00338,source,none,False
SYN_EASY_TRUE_00338,easy,candidate,B0124,SDIS 44 124,NAME:sdis 44 124,prestations d'audit de sécurité du système d'information pour les besoins des services,72810000,Cybersecurity,audit sécurité SI,2021-05-20,,1,,0,SYN_EASY_SRC_00338,true_recurrence,none,False
SYN_EASY_SRC_00339,easy,source,B0117,Région Pays de la Loire 117,NAME:pays loire 117,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",79411000,AMOA numérique,AMOA numérique,2016-03-09,48.0,0,2020-03-09,0,SYN_EASY_SRC_00339,source,none,False
SYN_EASY_SRC_00340,easy,source,B0000,Ville de Nantes,NAME:nantes,assistance à maîtrise d'ouvrage numérique et accompagnement au déploiement,72224000,AMOA numérique,AMOA numérique,2021-05-06,12.0,0,2022-05-06,1,SYN_EASY_SRC_00340,source,none,True
SYN_EASY_TRUE_00340,easy,candidate,B0000,Ville de Nantes,NAME:nantes,assistance à maîtrise d'ouvrage numérique,72224000,AMOA numérique,AMOA numérique,2022-07-23,,1,,0,SYN_EASY_SRC_00340,true_recurrence,none,True
SYN_EASY_FALSE_00340_00,easy,candidate,B0035,Communauté de communes du Pays d'Ancenis 035,NAME:communes pays d ancenis 035,infogérance de l'infrastructure informatique pour plusieurs sites,72224000,Cloud & Infrastructure,infogérance infrastructure,2025-03-31,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00341,easy,source,B0057,Ville de Saint-Nazaire 057,NAME:saint nazaire 057,"prestations data, BI et cartographie décisionnelle",38221000,Data / BI / Cartography,data BI cartographie,2018-05-02,48.0,0,2022-05-02,1,SYN_EASY_SRC_00341,source,none,False
SYN_EASY_TRUE_00341,easy,candidate,B0057,Ville de Saint-Nazaire 057,NAME:saint nazaire 057,"plateforme de valorisation des données territoriales incluant support, formation et maintenance",38221000,Data / BI / Cartography,data BI cartographie,2022-03-12,,1,,0,SYN_EASY_SRC_00341,true_recurrence,none,False
SYN_EASY_FALSE_00341_00,easy,candidate,B0013,Syndicat mixte numérique,NAME:syndicat mixte numerique,assistance à maîtrise d'ouvrage numérique dans le cadre d'un accord-cadre,38221000,AMOA numérique,AMOA numérique,2022-05-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00342,easy,source,B0304,Université d'Angers 304,NAME:d angers 304,assistance à maîtrise d'ouvrage numérique pour plusieurs sites,79411000,AMOA numérique,AMOA numérique,2017-04-23,12.0,0,2018-04-23,0,SYN_EASY_SRC_00342,source,none,False
SYN_EASY_SRC_00343,easy,source,B0151,Syndicat mixte numérique 151,NAME:syndicat mixte numerique 151,"administration système, réseau et support d'exploitation incluant support, formation et maintenance",72415000,Cloud & Infrastructure,infogérance infrastructure,2017-12-30,36.0,0,2020-12-29,0,SYN_EASY_SRC_00343,source,none,False
SYN_EASY_FALSE_00343_00,easy,candidate,B0151,Syndicat mixte numérique 151,NAME:syndicat mixte numerique 151,solution collaborative et environnement de travail numérique,72415000,Digital Workplace & Collaboration,poste de travail,2020-11-18,,1,,0,SYN_EASY_SRC_00343,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_EASY_SRC_00344,easy,source,B0118,Département de Loire-Atlantique 118,NAME:loire atlantique 118,prestations d'audit de sécurité du système d'information,72810000,Cybersecurity,audit sécurité SI,2017-06-29,12.0,0,2018-06-29,0,SYN_EASY_SRC_00344,source,none,False
SYN_EASY_SRC_00345,easy,source,B0095,Département de Loire-Atlantique 095,NAME:loire atlantique 095,infogérance de l'infrastructure informatique pour les besoins des services,48820000,Cloud & Infrastructure,infogérance infrastructure,2018-12-21,48.0,0,2022-12-21,0,SYN_EASY_SRC_00345,source,none,False
SYN_EASY_SRC_00346,easy,source,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,"prestations data, BI et cartographie décisionnelle",72300000,Data / BI / Cartography,data BI cartographie,2021-04-01,48.0,0,2025-04-01,1,SYN_EASY_SRC_00346,source,none,False
SYN_EASY_TRUE_00346,easy,candidate,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,mise en place d'une solution de reporting et tableaux de bord pour les besoins des services,72300000,Data / BI / Cartography,data BI cartographie,2025-04-11,,1,,0,SYN_EASY_SRC_00346,true_recurrence,none,False
SYN_EASY_SRC_00347,easy,source,B0005,Université d'Angers,NAME:d angers,assistance à maîtrise d'ouvrage numérique,,AMOA numérique,AMOA numérique,2019-10-12,24.0,0,2021-10-11,0,SYN_EASY_SRC_00347,source,missing_cpv,True
SYN_EASY_SRC_00348,easy,source,B0004,CHU de Nantes,NAME:nantes,infogérance de l'infrastructure informatique pour les besoins des services,72514000,Cloud & Infrastructure,infogérance infrastructure,2018-02-13,,1,2022-02-13,1,SYN_EASY_SRC_00348,source,missing_duration,True
SYN_EASY_TRUE_00348,easy,candidate,B0004,CHU de Nantes,NAME:nantes,infogérance de l'infrastructure informatique dans le cadre d'un accord-cadre,72514000,Cloud & Infrastructure,infogérance infrastructure,2021-12-07,,1,,0,SYN_EASY_SRC_00348,true_recurrence,none,True
SYN_EASY_SRC_00349,easy,source,B0032,SDIS 44 032,NAME:sdis 44 032,prestations d'audit de sécurité du système d'information,79417000,Cybersecurity,audit sécurité SI,2021-12-09,48.0,0,2025-12-09,0,SYN_EASY_SRC_00349,source,none,False
SYN_EASY_SRC_00350,easy,source,B0100,Département de la Vendée 100,NAME:vendee 100,hébergement cloud et infogérance de plateformes numériques pour plusieurs sites,,Cloud & Infrastructure,hébergement cloud,2017-08-30,12.0,0,2018-08-30,0,SYN_EASY_SRC_00350,source,missing_cpv,False
SYN_EASY_FALSE_00350_00,easy,candidate,B0100,Département de la Vendée 100,NAME:vendee 100,solution collaborative et environnement de travail numérique pour plusieurs sites,72413000,Digital Workplace & Collaboration,poste de travail,2018-05-14,,1,,0,SYN_EASY_SRC_00350,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
